SET,SHRINE,ITEM,CLASS,SOURCE NAMED IN ARTICLE,P612 STAGED,STATUS,EVIDENCE (the sentence),FIX,NOTE
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/黄金山神社_(石巻市)"",""黄金山神社 (石巻市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11677857"",""Q11677857"")",AUTOCHTHONOUS,島（金華山）そのものを神とする自然崇拝、日本初の産金地,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,島自体を神霊視する自然崇拝の対象とされていたと思われ,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/龍田大社"",""龍田大社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q246455"",""Q246455"")",AUTOCHTHONOUS,天皇への神託（夢のお告げ）による龍田山への創建,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135508874"",""Q135508874"")",ok,夢で天御柱命・国御柱命の二柱の神を龍田山に祀れというお告げがあり、これによって創建されたという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/井草八幡宮"",""井草八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11373756"",""Q11373756"")",NETWORK,八幡神（源氏の八幡信仰）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q261637"",""Q261637"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/住吉神社_(小樽市)"",""住吉神社 (小樽市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11381867"",""Q11381867"")",NETWORK,住吉神（総本社は住吉大社、勧請元社名なし）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q1114013"",""Q1114013"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/冨士山下宮小室浅間神社"",""冨士山下宮小室浅間神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11459659"",""Q11459659"")",NETWORK,富士山・浅間大神（二合目からの勧請説は記事が否定）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q653180"",""富士山本宮浅間大社"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/函館八幡宮"",""函館八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11395952"",""Q11395952"")",NETWORK,八幡神（勧請元社名なし）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q261637"",""Q261637"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/千栗八幡宮"",""千栗八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11405620"",""Q11405620"")",NETWORK,宇佐八幡宮（五所別宮の一）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q715632"",""宇佐神宮"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/吉備津彦神社"",""吉備津彦神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q500763"",""Q500763"")",NETWORK,吉備津神社（本宮）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q712824"",""吉備津神社"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/安房神社"",""安房神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q705547"",""Q705547"")",NETWORK,天太玉命神社（忌部氏祖神・阿波忌部の東遷）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11442508"",""Q11442508"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/上川神社"",""上川神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11358960"",""Q11358960"")",NETWORK,天照大神（本社の由来記載なし。太宰府天満宮分霊は境内社）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q455602"",""Q455602"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/師岡熊野神社"",""師岡熊野神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11481110"",""Q11481110"")",NETWORK,熊野大権現（熊野三山）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11568925"",""Q11568925"")",ok,神亀元年（724年）、僧・全寿が空から降って来た熊野大権現の神札を当地の梛の大木のうろに納め祀ったと伝えられる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/平濱八幡宮"",""平濱八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11483250"",""Q11483250"")",NETWORK,石清水八幡宮（平浜別宮）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q710098"",""石清水八幡宮"")",ok,この地は京都の石清水八幡宮の社領であり、当社は「平浜別宮」と呼ばれ、石清水八幡宮の社家の支流が奉斎していた。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/射楯兵主神社"",""射楯兵主神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11458547"",""Q11458547"")",NETWORK,伊和神社（伊和大神＝兵主大神）／播磨の伊和族,"=HYPERLINK(""https://www.wikidata.org/wiki/Q65320"",""伊和神社"")",ok,兵主神は伊和大神であると言われている。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/日枝神社_(富山市)"",""日枝神社 (富山市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11509530"",""Q11509530"")",NETWORK,日吉神社（日枝山麓）／山王権現信仰,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11470054"",""Q11470054"")",ok,日枝神社を山王さんというのは日枝山麓にある日吉神社の祭神を山王権現と称することからきている。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/桜山八幡宮"",""桜山八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11537980"",""Q11537980"")",NETWORK,八幡大神（応神天皇）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q261637"",""Q261637"")",ok,難波根子武振熊命が戦勝祈願のために先代の応神天皇を祀ったのに始まると伝える。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/水戸東照宮"",""水戸東照宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11548625"",""Q11548625"")",NETWORK,東照宮（東照大権現・徳川家康）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q1190456"",""Q1190456"")",ok,元和7年、家康の十一男で水戸藩の藩祖である頼房が、父の家康を祀るために景勝地の霊松山に創建した。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/氷川神社_(川越市)"",""氷川神社 (川越市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11549607"",""Q11549607"")",NETWORK,氷川神（大宮氷川神社・氷川信仰）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11549596"",""Q11549596"")",ok,入間川で夜な夜な光るものがあり、これを氷川神の霊光だと捉え、当地に氷川神社を勧請したと伝えられる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/湯島天満宮"",""湯島天満宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q335606"",""Q335606"")",NETWORK,菅原道真（天神信仰／天満宮）※勧請元の社名なし,"=HYPERLINK(""https://www.wikidata.org/wiki/Q382005"",""Q382005"")",ok,正平10年2月に郷民が菅原道真を勧請した。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/神田明神"",""神田明神"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q717682"",""Q717682"")",NETWORK,出雲系氏族の祖神・大己貴命,"=HYPERLINK(""https://www.wikidata.org/wiki/Q696362"",""出雲大社"")",ok,天平2年、武蔵国豊島郡芝崎村に入植した出雲系の氏族が、大己貴命を祖神として祀ったのに始まる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/福山八幡宮"",""福山八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11592011"",""Q11592011"")",NETWORK,八幡神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q261637"",""Q261637"")",ok,前身となる延広八幡宮と野上八幡宮は古代から深津郡に奉祀されていたとされている,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/秋田諏訪宮"",""秋田諏訪宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q17191063"",""Q17191063"")",NETWORK,諏訪大社（建御名方富命・諏訪大祝家）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q218813"",""諏訪大社"")",ok,1087年 - 後三年の役に参戦した信濃國諏訪大祝為仲が在陣中に当宮で祭祀を行うと伝わる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/稲毛神社"",""稲毛神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11596691"",""Q11596691"")",NETWORK,武甕槌神（鹿島の神）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q1502690"",""Q1502690"")",ok,社伝によれば、武甕槌神を祀って天皇の軍の戦勝を祈ったのに始まると伝えられる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/笠間稲荷神社"",""笠間稲荷神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q704876"",""Q704876"")",NETWORK,稲荷（宇迦之御魂命）― 勧請元不詳,"=HYPERLINK(""https://www.wikidata.org/wiki/Q3080728"",""Q3080728"")",ok,勧請元となった稲荷神社も不詳である。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/箭弓稲荷神社_(東松山市)"",""箭弓稲荷神社 (東松山市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11603300"",""Q11603300"")",NETWORK,稲荷（箭弓稲荷大明神・保食神）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q719665"",""Q719665"")",ok,戦いに大勝した礼として頼信は社殿を寄進し、それを機に「箭弓稲荷大明神」と称されるようになった。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/若宮八幡社_(名古屋市中区)"",""若宮八幡社 (名古屋市中区)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11616255"",""Q11616255"")",NETWORK,八幡（応神天皇・仁徳天皇）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q317997"",""Q317997"")",ok,主祭神 - 仁徳天皇、応神天皇、武内宿禰命,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/飛幡八幡宮"",""飛幡八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11665771"",""Q11665771"")",NETWORK,八幡神（宇都宮氏の氏神、出身地の宇都宮から勧請）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q261637"",""Q261637"")",ok,宇都宮重業が、出身地の宇都宮から氏神の八幡神を勧請し、花尾城の鬼門にあたる枝光村宮田山に祀ったのに始まる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/鮎貝八幡宮"",""鮎貝八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11674156"",""Q11674156"")",NETWORK,八幡神,"=HYPERLINK(""https://www.wikidata.org/wiki/Q261637"",""Q261637"")",ok,康平3年、源義家が八幡神を勧請し、錦旗を神体として社地を定めて祀ったのに始まると伝えられる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/亀山八幡宮_(下関市)"",""亀山八幡宮 (下関市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11370831"",""Q11370831"")",TRANSFER,宇佐神宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q715632"",""宇佐神宮"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/亀山八幡宮_(佐世保市)"",""亀山八幡宮 (佐世保市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11370833"",""Q11370833"")",TRANSFER,宇佐神宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q715632"",""宇佐神宮"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/亀山神社_(呉市清水)"",""亀山神社 (呉市清水)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11370879"",""Q11370879"")",TRANSFER,宇佐神宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q715632"",""宇佐神宮"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/五社神社・諏訪神社"",""五社神社・諏訪神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11372582"",""Q11372582"")",TRANSFER,春日大社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q714559"",""春日大社"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/今宮戎神社"",""今宮戎神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11376859"",""Q11376859"")",TRANSFER,八坂神社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q692714"",""八坂神社"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/伊勢山皇大神宮"",""伊勢山皇大神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11378990"",""Q11378990"")",TRANSFER,伊勢神宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q687168"",""伊勢神宮"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/八幡朝見神社"",""八幡朝見神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11391001"",""Q11391001"")",TRANSFER,鶴岡八幡宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q701403"",""Q701403"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/八重垣神社"",""八重垣神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q3571285"",""Q3571285"")",TRANSFER,須我神社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11664579"",""Q11664579"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/大原野神社"",""大原野神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q3594020"",""Q3594020"")",TRANSFER,春日大社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q714559"",""春日大社"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/大宮八幡宮_(杉並区)"",""大宮八幡宮 (杉並区)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q10934922"",""Q10934922"")",TRANSFER,石清水八幡宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q710098"",""石清水八幡宮"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/大杉神社"",""大杉神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11435950"",""Q11435950"")",TRANSFER,大神神社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q705542"",""大神神社"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/土佐神社"",""土佐神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q704890"",""Q704890"")",TRANSFER,鳴無神社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11675401"",""Q11675401"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/伊曽乃神社"",""伊曽乃神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11379396"",""Q11379396"")",TRANSFER,伊勢神宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q687168"",""伊勢神宮"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/北口本宮冨士浅間神社"",""北口本宮冨士浅間神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11401286"",""Q11401286"")",TRANSFER,冨士御室浅間神社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11395081"",""冨士御室浅間神社"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/北海道神宮"",""北海道神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q710826"",""Q710826"")",TRANSFER,神祇官（東京の北海道鎮座神祭）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q2264720"",""Q2264720"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/太皷谷稲成神社"",""太皷谷稲成神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11444477"",""Q11444477"")",TRANSFER,伏見稲荷大社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q714828"",""Q714828"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/宇佐神宮"",""宇佐神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q715632"",""Q715632"")",TRANSFER,大分八幡宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11432652"",""Q11432652"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/吉備津神社_(福山市)"",""吉備津神社 (福山市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q6404042"",""Q6404042"")",TRANSFER,吉備津神社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q712824"",""吉備津神社"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/吉田神社"",""吉田神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q713177"",""Q713177"")",TRANSFER,春日大社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q714559"",""春日大社"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/吉野神宮"",""吉野神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11414497"",""Q11414497"")",TRANSFER,吉水神社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q3572667"",""Q3572667"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/一之宮貫前神社"",""一之宮貫前神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q10863796"",""Q10863796"")",TRANSFER,咲前神社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q130456565"",""Q130456565"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/三嶋大社"",""三嶋大社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q650772"",""Q650772"")",TRANSFER,大山祇神社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q703904"",""大山祇神社"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/中山神社"",""中山神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11364246"",""Q11364246"")",TRANSFER,吉備中山（吉備津彦神社／吉備津神社の地）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q135646238"",""Q135646238"")",ok,,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/帯廣神社"",""帯廣神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11481193"",""Q11481193"")",TRANSFER,札幌神社（現・北海道神宮）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q710826"",""北海道神宮"")",ok,同年9月24日、札幌神社（現・北海道神宮）から分霊の勧請を受けた。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/平塚八幡宮"",""平塚八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11482330"",""Q11482330"")",TRANSFER,宇佐神宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q715632"",""宇佐神宮"")",ok,当社は石清水八幡宮より130年以上前の神亀年間（724年 - 729年）に宇佐神宮から勧請を受け、これにより当地が八幡庄と呼ばれるようになったのだと言う。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/平野神社"",""平野神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q738971"",""Q738971"")",TRANSFER,田村後宮（平城京、今木神の旧鎮座地）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q862509"",""Q862509"")",ok,桓武天皇による平安京遷都に伴って、この今木神が大内裏近くに移し祀られたのが平野神社の創建になるとされる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/寒河江八幡宮"",""寒河江八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11457413"",""Q11457413"")",TRANSFER,石清水八幡宮（京都男山八幡宮）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q710098"",""石清水八幡宮"")",ok,寛治7年（1093年）に京都男山八幡宮を勧請し八幡原に創建したと伝える。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/尾山神社"",""尾山神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q998709"",""Q998709"")",TRANSFER,卯辰八幡社（現・宇多須神社）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q125927189"",""Q125927189"")",ok,11月16日にはときの県令内田政風を始めとする官吏が参列して、卯辰八幡社より神霊遷座が行われた。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/志和稲荷神社"",""志和稲荷神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11490845"",""Q11490845"")",TRANSFER,伏見稲荷大社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q714828"",""Q714828"")",ok,天喜5年、源頼義が戦勝を祈願して京の伏見稲荷神社から分霊を勧請して創祀したと伝え,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/日枝神社_(千代田区)"",""日枝神社 (千代田区)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q702042"",""Q702042"")",TRANSFER,仙波日枝神社（川越・無量寿寺鎮守）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11509531"",""Q11509531"")",ok,文明10年、太田道灌が江戸城築城にあたり、川越の無量寿寺の鎮守である仙波日枝神社を勧請したことに始まる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/日牟禮八幡宮"",""日牟禮八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11509681"",""Q11509681"")",TRANSFER,宇佐八幡（宇佐神宮）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q715632"",""宇佐神宮"")",ok,正暦2年に一条天皇の勅願により、八幡山上に社を建立し、宇佐八幡を勧請して上の八幡宮として祀り,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/春日大社"",""春日大社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q714559"",""Q714559"")",TRANSFER,鹿島神宮（あわせて香取神宮・枚岡神社）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q706499"",""鹿島神宮"")",ok,神護景雲2年に藤原永手が鹿島の武甕槌命、香取の経津主命と、枚岡神社に祀られていた天児屋根命・比売神を併せ、御蓋山の麓の四殿の社殿を造営したのをもって春日社の創祀としている。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/春日神社_(大分市)"",""春日神社 (大分市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11513662"",""Q11513662"")",TRANSFER,春日大社,"=HYPERLINK(""https://www.wikidata.org/wiki/Q714559"",""春日大社"")",ok,貞観2年、豊後国国司となった藤原世数により氏神である大和国の春日大社を勧請して創建された。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/東京大神宮"",""東京大神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11524717"",""Q11524717"")",TRANSFER,伊勢神宮（皇大神宮）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q687168"",""伊勢神宮"")",ok,神宮司庁東京出張所には、明治天皇の勅裁を仰ぎ伊勢神宮の分霊が祀られていた。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/柞原八幡宮"",""柞原八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q195715"",""Q195715"")",TRANSFER,宇佐八幡宮（宇佐神宮）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q715632"",""宇佐神宮"")",ok,当社が宇佐八幡の豊後国における分祀であるのは間違いなく、宇佐八幡の別宮の一つとして崇敬を受けた。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/櫛田神社_(福岡市)"",""櫛田神社 (福岡市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q865839"",""Q865839"")",TRANSFER,櫛田神社 (松阪市),"=HYPERLINK(""https://www.wikidata.org/wiki/Q11544726"",""Q11544726"")",ok,天平宝字元年、松阪にあった櫛田神社を勧請したのに始まるとされる。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/武水別神社"",""武水別神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11546041"",""Q11546041"")",TRANSFER,石清水八幡宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q710098"",""石清水八幡宮"")",ok,安和年間に石清水八幡宮から八幡神（相殿の3柱）が勧請されたと伝える。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/氷川神社"",""氷川神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q703633"",""Q703633"")",TRANSFER,杵築大社（出雲大社）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q11528832"",""Q11528832"")",ok,ただし氷川神社側は出雲肥河の川上に鎮座する杵築大社（出雲大社）から分祀したとしている。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/浅間神社_(笛吹市)"",""浅間神社 (笛吹市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11557476"",""Q11557476"")",TRANSFER,山宮神社（摂社・元宮）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q1071160"",""Q1071160"")",ok,垂仁天皇8年正月に神山の麓（現 摂社山宮神社）で創建され、貞観7年旧暦12月9日現在地に遷座したという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/深志神社"",""深志神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11560040"",""Q11560040"")",TRANSFER,北野天満宮,"=HYPERLINK(""https://www.wikidata.org/wiki/Q662176"",""北野天満宮"")",ok,応永9年には小笠原長基が北野天満宮（天神）を勧請した。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/熊野神社_(南陽市)"",""熊野神社 (南陽市)"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q288312"",""Q288312"")",TRANSFER,熊野三山（紀伊国熊野権現）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q10403700"",""Q10403700"")",ok,大同元年、平城天皇の勅命により紀伊国熊野権現の勧請を受けて再興されたとするもの,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/熱田神宮"",""熱田神宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q482065"",""Q482065"")",TRANSFER,伊勢神宮（皇大神宮）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q687168"",""伊勢神宮"")",ok,この後、神剣は伊勢の神宮から氷上邑を経て、さらに熱田へ遷ることになる,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/琴崎八幡宮"",""琴崎八幡宮"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11573763"",""Q11573763"")",TRANSFER,宇佐神宮（宇佐八幡）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q715632"",""宇佐神宮"")",ok,貞観元年、行教が宇佐から石清水へ八幡神を勧請する途中で宇部郷琴芝の浦に行宮が設けられ、その跡地に村人が八幡神の分霊を祀ったのが当社の起源であるという。,,
Beppyo,"=HYPERLINK(""https://ja.wikipedia.org/wiki/甲宗八幡神社"",""甲宗八幡神社"")","=HYPERLINK(""https://www.wikidata.org/wiki/Q11577728"",""Q11577728"")",TRANSFER,宇佐八幡宮（男山遷座途次の分祀）,"=HYPERLINK(""https://www.wikidata.org/wiki/Q715632"",""宇佐神宮"")",ok,清和天皇の勅願によりこの地に八幡神を分祀し、併せて神功皇后着用の甲を奉斎して創建されたのが始まりとされる。,,
