Logged in

Found 5277 pages in category

1. [[Abito Shrine]] - HAS template, keeping
474. [[Co-Enshrinement of Ketamikono Shrine]] - HAS template, keeping
475. [[Co-Enshrinement of Kuninariohonono Shrine]] - HAS template, keeping
476. [[Co-Enshrinement of Kuniwichino Shrine]] - HAS template, keeping
477. [[Co-Enshrinement of Machino Shrine]] - HAS template, keeping
478. [[Co-Enshrinement of Nakuno Shrine]] - HAS template, keeping
479. [[Co-Enshrinement of Ohokino Shrine]] - HAS template, keeping
480. [[Co-Enshrinement of Ohokino Shrine Ronsha 2]] - HAS template, keeping
481. [[Co-Enshrinement of Ohowano Shrine (Ronsha 1)]] - HAS template, keeping
482. [[Co-Enshrinement of Ohoyamamitano Shrine]] - HAS template, keeping
483. [[Co-Enshrinement of Ohoyamamitano Shrine Ronsha 5]] - HAS template, keeping
484. [[Co-Enshrinement of Sakurano Shrine]] - HAS template, keeping
485. [[Co-Enshrinement of Shikitamahayamitamano Shrine]] - HAS template, keeping
486. [[Co-Enshrinement of Shishichino Shrine]] - HAS template, keeping
487. [[Co-Enshrinement of Takino Shrine]] - HAS template, keeping
488. [[Co-Enshrinement of Tsuchinowano Shrine]] - HAS template, keeping
489. [[Co-Enshrinement of Tsuhakino Shrine]] - HAS template, keeping
490. [[Co-Enshrinement of Utsurahashino Shrine]] - HAS template, keeping
491. [[Co-Enshrinement of Utsurahashino Shrine Ronsha 2]] - HAS template, keeping
492. [[Daidō Akagi Shrine]] - HAS template, keeping
493. [[Daijin Shrine]] - HAS template, keeping
494. [[Daijingu-sha Shrine]] - HAS template, keeping
495. [[Daikai Shrine]] - HAS template, keeping
496. [[Dainamabuheishushin Shrine]] - HAS template, keeping
497. [[Dainamabuheishushin Shrine (Tajima Province)]] - HAS template, keeping
498. [[Dainichidou]] - HAS template, keeping
499. [[Dainoki Shrine]] - HAS template, keeping
500. [[Daisen Ōji Shrine]] - HAS template, keeping
501. [[Daisuibetsu Shrine]] - HAS template, keeping
502. [[Daitsukiiwakura Shrine]] - HAS template, keeping
503. [[Daizen Shrine]] - HAS template, keeping
504. [[Daizen Shrine (Q135195180)]] - HAS template, keeping
505. [[Dake Shrine]] - HAS template, keeping
506. [[Date Shrine]] - HAS template, keeping
507. [[Date Shrine (Q135195188)]] - HAS template, keeping
508. [[Date Shrine (Q135195189)]] - HAS template, keeping
509. [[Destroyed Shrine]] - HAS template, keeping
510. [[Destroyed Shrine (Q135070078)]] - HAS template, keeping
511. [[Dewa Shrine]] - HAS template, keeping
512. [[Dewa Shrine (Dewa Province)]] - NO template, DELETING
513. [[Dousashifutsu Shrine]] - HAS template, keeping
514. [[E Shrine]] - HAS template, keeping
515. [[E Shrine (Ise Province)]] - NO template, DELETING
516. [[E Shrine (Q135186675)]] - HAS template, keeping
517. [[Ebisuhari Shrine]] - HAS template, keeping
518. [[Ebumi Shrine]] - HAS template, keeping
519. [[Echino Shrine]] - HAS template, keeping
520. [[Eda Shrine]] - HAS template, keeping
521. [[Eda Shrine (Ise Province)]] - NO template, DELETING
522. [[Eda Shrine (Q135186746)]] - HAS template, keeping
523. [[Ehara Nishinomiya Shrine]] - HAS template, keeping
524. [[Ekurino Shrine]] - HAS template, keeping
525. [[Ena Shrine]] - HAS template, keeping
526. [[Ena Shrine (Hida Province)]] - NO template, DELETING
527. [[Ena Shrine (Q11492453)]] - HAS template, keeping
528. [[Ena Shrine (Q135194002)]] - HAS template, keeping
529. [[Enano Shrine]] - HAS template, keeping
530. [[Enkan Shrine]] - HAS template, keeping
531. [[Eno Shrine]] - HAS template, keeping
532. [[Eno Shrine (Co-Enshrinement)]] - HAS template, keeping
533. [[Eno Shrine (Echigo Province 2)]] - NO template, DELETING
534. [[Eno Shrine (Echigo Province)]] - NO template, DELETING
535. [[Eno Shrine (Ise Province)]] - NO template, DELETING
536. [[Eno Shrine (Q135039367)]] - HAS template, keeping
537. [[Eno Shrine (Q135195049)]] - HAS template, keeping
538. [[Enoki Shrine]] - HAS template, keeping
539. [[Enomoto Shrine]] - HAS template, keeping
540. [[Erehiko Shrine]] - HAS template, keeping
541. [[Erehiko Shrine okumiya]] - HAS template, keeping
542. [[Etano Shrine]] - HAS template, keeping
543. [[Etano Shrine (Echizen Province)]] - NO template, DELETING
544. [[Etano Shrine (Ise Province)]] - NO template, DELETING
545. [[Etano Shrine (Q135039394)]] - HAS template, keeping
546. [[Etano Shrine (Q135039947)]] - HAS template, keeping
547. [[Etomo Shrine]] - HAS template, keeping
548. [[Etomo Shrine (Izumo Province)]] - HAS template, keeping
549. [[Fu Hachimangu]] - HAS template, keeping
550. [[Fuchiharahikono Shrine]] - HAS template, keeping
551. [[Fuchimori Inari Shrine]] - HAS template, keeping
552. [[Fuchino Shrine]] - HAS template, keeping
553. [[Fuchishimano Shrine]] - HAS template, keeping
554. [[Fuchitsuhikono Shrine]] - HAS template, keeping
555. [[Fuchiuchino Shrine]] - HAS template, keeping
556. [[Fuchiuchino Shrine (Hitachi Province)]] - NO template, DELETING
557. [[Fuchiuchino Shrine (Q135270297)]] - HAS template, keeping
558. [[Fuchū Hachiman Shrine]] - HAS template, keeping
559. [[Fuchū Hachiman Shrine (Echigo Province)]] - NO template, DELETING
560. [[Fudaten Shrine]] - HAS template, keeping
561. [[Fuheno Shrine]] - HAS template, keeping
562. [[Fuji Sengen Shrine (Togo Town)]] - HAS template, keeping
563. [[Fuji Sengengu]] - HAS template, keeping
564. [[Fujiasamamiya]] - HAS template, keeping
565. [[Fujimori Shinmei-sha]] - HAS template, keeping
566. [[Fujino Shrine]] - HAS template, keeping
567. [[Fujisaki Shrine]] - HAS template, keeping
568. [[Fujisaki Shrine (Echigo Province)]] - NO template, DELETING
569. [[Fujisaki Shrine (Q135195033)]] - HAS template, keeping
570. [[Fujito Shrine]] - HAS template, keeping
571. [[Fujiuchi Shrine]] - HAS template, keeping
572. [[Fukaeno Shrine]] - HAS template, keeping
573. [[Fukafu Shrine]] - HAS template, keeping
574. [[Fukafuchino Shrine]] - HAS template, keeping
575. [[Fukagawa Shrine]] - HAS template, keeping
576. [[Fukakahano Shrine]] - HAS template, keeping
577. [[Fukami Shrine]] - HAS template, keeping
578. [[Fukamisono Shrine]] - HAS template, keeping
579. [[Fukasaka Shrine]] - HAS template, keeping
580. [[Fukataheno Shrine]] - HAS template, keeping
581. [[Fukatano Shrine]] - HAS template, keeping
582. [[Fukeno Shrine]] - HAS template, keeping
583. [[Fukeshihikono Shrine]] - HAS template, keeping
584. [[Fukomino Shrine]] - HAS template, keeping
585. [[Fukomino Shrine (Q135270426)]] - HAS template, keeping
586. [[Fukuchi Shrine]] - HAS template, keeping
587. [[Fukuhino Shrine]] - HAS template, keeping
588. [[Fukurono Shrine]] - HAS template, keeping
589. [[Fukurono Shrine (Echizen Province)]] - NO template, DELETING
590. [[Fukutano Shrine]] - HAS template, keeping
591. [[Fukutomi Shrine]] - HAS template, keeping
592. [[Fukuōji Shrine]] - HAS template, keeping
593. [[Fumunashino Shrine]] - HAS template, keeping
594. [[Funadamano Shrine]] - HAS template, keeping
595. [[Funae Taijingū]] - HAS template, keeping
596. [[Funaeno Shrine]] - HAS template, keeping
597. [[Funagatayama Shrine]] - HAS template, keeping
598. [[Funagatayama Shrine (Q135194321)]] - HAS template, keeping
599. [[Funai Shrine]] - HAS template, keeping
600. [[Funajihachimanguu]] - HAS template, keeping
601. [[Funayama Shrine]] - HAS template, keeping
602. [[Funayamano Shrine]] - HAS template, keeping
603. [[Furufu Shrine]] - HAS template, keeping
604. [[Furukohorino Shrine]] - HAS template, keeping
605. [[Furukohorino Shrine Co-EnShrinement]] - HAS template, keeping
606. [[Furukoori Shrine]] - HAS template, keeping
607. [[Furutachino Shrine]] - HAS template, keeping
608. [[Fusawokino Shrine]] - HAS template, keeping
609. [[Fusawokino Shrine (Izu Province)]] - NO template, DELETING
610. [[Fusawokino Shrine (Q135270417)]] - HAS template, keeping
611. [[Fuse Shrine (Q135041199)]] - HAS template, keeping
612. [[Fuse Shrine (Q135070316)]] - HAS template, keeping
613. [[Fuse Shrine (Q135195020)]] - HAS template, keeping
614. [[Fuse Shrine (Q85880047)]] - HAS template, keeping
615. [[Fuse Shrine (Shinonoi Fusegomei, Nagano City)]] - HAS template, keeping
616. [[Fuse Shrine (Shinonoi Ishikawa, Nagano City)]] - HAS template, keeping
617. [[Fuse Shrine (Shinonoi Yamafuse, Nagano City)]] - HAS template, keeping
618. [[Fuseno Shrine]] - HAS template, keeping
619. [[Fuseno Shrine (Etchū Province)]] - NO template, DELETING
620. [[Fuseno Shrine (Q135039917)]] - HAS template, keeping
621. [[Fuseno Shrine (Q135040396)]] - HAS template, keeping
622. [[Fuseno Shrine (Q135041037)]] - HAS template, keeping
623. [[Fuseno Shrine (Q135041383)]] - HAS template, keeping
624. [[Fuseno- Shrine]] - HAS template, keeping
625. [[Fushifuno Shrine]] - HAS template, keeping
626. [[Fushikimino Shrine]] - HAS template, keeping
627. [[Fushinaohonamochino Shrine]] - HAS template, keeping
628. [[Fushino Shrine]] - HAS template, keeping
629. [[Fusuno Shrine]] - HAS template, keeping
630. [[Fusuno Shrine (Q135270331)]] - HAS template, keeping
631. [[Futaarayama Shrine okumiya]] - HAS template, keeping
632. [[Futagami-yama Shrine (Tottori Prefecture)]] - HAS template, keeping
633. [[Futakatano Shrine]] - HAS template, keeping
634. [[Futakatano Shrine (Q135270328)]] - HAS template, keeping
635. [[Futamata Shrine]] - HAS template, keeping
636. [[Futamata Shrine (Q135070233)]] - HAS template, keeping
637. [[Futamatano Shrine]] - HAS template, keeping
638. [[Futamatano Shrine (Q135041265)]] - HAS template, keeping
639. [[Futamino Shrine]] - HAS template, keeping
640. [[Futamurano Shrine]] - HAS template, keeping
641. [[Futonotono Shrine]] - HAS template, keeping
642. [[Futonotonomikotono Shrine]] - HAS template, keeping
643. [[Futsuno Shrine]] - HAS template, keeping
644. [[Futsuno Shrine (Iyo Province)]] - NO template, DELETING
645. [[Futsuno Shrine (Q135041412)]] - HAS template, keeping
646. [[Gama Shinmei‑gū]] - HAS template, keeping
647. [[Gashibahime Shrine]] - HAS template, keeping
648. [[Gassan Shrine]] - HAS template, keeping
649. [[Ginzan Kami Shrine]] - HAS template, keeping
650. [[Ginzan Shrine]] - HAS template, keeping
651. [[Ginzan Shrine (Q135200437)]] - HAS template, keeping
652. [[Ginzan Shrine (Tsutsuchi Yohaijo)]] - HAS template, keeping
653. [[Ginzanjo Shrine]] - HAS template, keeping
654. [[Gokiso Hachimangū]] - HAS template, keeping
655. [[Gokisohachimanguu]] - HAS template, keeping
656. [[Gongen Shrine (Ujizakura Shrine precincts)]] - HAS template, keeping
657. [[Gosen Hachiman Shrine]] - HAS template, keeping
658. [[Gosha Shrine]] - HAS template, keeping
659. [[Gosha Shrine (Q135069653)]] - HAS template, keeping
660. [[Gosha Shrine (Q135193646)]] - HAS template, keeping
661. [[Gosha Shrine (Q135193751)]] - HAS template, keeping
662. [[Gosha Shrine (Q135195346)]] - HAS template, keeping
663. [[Gosho Shrine]] - HAS template, keeping
664. [[Gosho Shrine (Awa Province (Tokushima))]] - NO template, DELETING
665. [[Gunge Shrine (Suzumi, Kanazawa)]] - HAS template, keeping
666. [[Gunge Shrine (Yoshihara, Kanazawa)]] - HAS template, keeping
667. [[Habuhime Shrine (Shimoda)]] - HAS template, keeping
668. [[Habuhime-no-Mikoto Shrine]] - HAS template, keeping
669. [[Hachidairyuuou Shrine]] - HAS template, keeping
670. [[Hachikurahime Shrine]] - HAS template, keeping
671. [[Hachiman Shrine]] - HAS template, keeping
672. [[Hachiman Shrine (Awa Province (Tokushima) 2)]] - NO template, DELETING
673. [[Hachiman Shrine (Awa Province (Tokushima) 3)]] - NO template, DELETING
674. [[Hachiman Shrine (Awa Province (Tokushima) 4)]] - NO template, DELETING
675. [[Hachiman Shrine (Awa Province (Tokushima))]] - NO template, DELETING
676. [[Hachiman Shrine (Bingo Province)]] - NO template, DELETING
677. [[Hachiman Shrine (Chikugo Province)]] - NO template, DELETING
678. [[Hachiman Shrine (Echizen Province 2)]] - NO template, DELETING
679. [[Hachiman Shrine (Echizen Province 3)]] - NO template, DELETING
680. [[Hachiman Shrine (Echizen Province 4)]] - NO template, DELETING
681. [[Hachiman Shrine (Echizen Province 5)]] - NO template, DELETING
682. [[Hachiman Shrine (Echizen Province)]] - NO template, DELETING
683. [[Hachiman Shrine (Harima Province)]] - NO template, DELETING
684. [[Hachiman Shrine (Iki Island)]] - NO template, DELETING
685. [[Hachiman Shrine (Izu Province)]] - NO template, DELETING
686. [[Hachiman Shrine (Kisami, Shimoda)]] - HAS template, keeping
687. [[Hachiman Shrine (Koura)]] - HAS template, keeping
688. [[Hachiman Shrine (Koura, Minamiizu)]] - HAS template, keeping
689. [[Hachiman Shrine (Makino Town Sekitei)]] - HAS template, keeping
690. [[Hachiman Shrine (Mikajiri)]] - HAS template, keeping
691. [[Hachiman Shrine (Otoi)]] - HAS template, keeping
692. [[Hachiman Shrine (Q134927474)]] - HAS template, keeping
693. [[Hachiman Shrine (Q135070175)]] - HAS template, keeping
694. [[Hachiman Shrine (Q135070216)]] - HAS template, keeping
695. [[Hachiman Shrine (Q135070273)]] - HAS template, keeping
696. [[Hachiman Shrine (Q135070301)]] - HAS template, keeping
697. [[Hachiman Shrine (Q135070351)]] - HAS template, keeping
698. [[Hachiman Shrine (Q135070358)]] - HAS template, keeping
699. [[Hachiman Shrine (Q135187123)]] - HAS template, keeping
700. [[Hachiman Shrine (Q135190015)]] - HAS template, keeping
701. [[Hachiman Shrine (Q135193644)]] - HAS template, keeping
702. [[Hachiman Shrine (Q135193932)]] - HAS template, keeping
703. [[Hachiman Shrine (Q135193975)]] - HAS template, keeping
704. [[Hachiman Shrine (Q135194564)]] - HAS template, keeping
705. [[Hachiman Shrine (Q135194682)]] - HAS template, keeping
706. [[Hachiman Shrine (Q135194692)]] - HAS template, keeping
707. [[Hachiman Shrine (Q135194695)]] - HAS template, keeping
708. [[Hachiman Shrine (Q135194698)]] - HAS template, keeping
709. [[Hachiman Shrine (Q135194720)]] - HAS template, keeping
710. [[Hachiman Shrine (Q135195320)]] - HAS template, keeping
711. [[Hachiman Shrine (Q135198094)]] - HAS template, keeping
712. [[Hachiman Shrine (Suihokuchō)]] - HAS template, keeping
713. [[Hachiman Shrine (Uso Yokoyama)]] - HAS template, keeping
714. [[Hachimangū]] - HAS template, keeping
715. [[Hachimangū (Echigo Province)]] - NO template, DELETING
716. [[Hachimangū (Etchū Province)]] - NO template, DELETING
717. [[Hachimangū (Iwami Province)]] - NO template, DELETING
718. [[Hachimangū (Q135194947)]] - HAS template, keeping
719. [[Hachimangū (Q135197730)]] - HAS template, keeping
720. [[Hachimangū Kinomiya Shrine]] - HAS template, keeping
721. [[Hachimanhokenshin Shrine]] - HAS template, keeping
722. [[Hachiman‑gu Kinomiya Shrine]] - HAS template, keeping
723. [[Hachiman‑sha]] - HAS template, keeping
724. [[Hachiman‑sha (Q135070047)]] - HAS template, keeping
725. [[Hachino Shrine]] - HAS template, keeping
726. [[Hachiouji Shrine]] - HAS template, keeping
727. [[Hachisakino Shrine]] - HAS template, keeping
728. [[Hachisu Shrine]] - HAS template, keeping
729. [[Hachisu Shrine (Awa Province (Tokushima))]] - NO template, DELETING
730. [[Hachita Shrine]] - HAS template, keeping
731. [[Hachiōji Shrine]] - HAS template, keeping
732. [[Hachiōji Shrine (Morisho Village)]] - HAS template, keeping
733. [[Hafuhimeno- Shrine]] - HAS template, keeping
734. [[Hafurino Shrine]] - HAS template, keeping
735. [[Hafuritano Shrine]] - HAS template, keeping
736. [[Hafuritano Shrine (Harima Province)]] - NO template, DELETING
737. [[Hafuritano Shrine (Q135041152)]] - HAS template, keeping
738. [[Haguro Shrine (Q135194375)]] - HAS template, keeping
739. [[Haguromita Shrine]] - HAS template, keeping
740. [[Hahaki Shrine]] - HAS template, keeping
741. [[Haheshinano Shrine]] - HAS template, keeping
742. [[Hahiho Shrine]] - HAS template, keeping
743. [[Hahime Shrine]] - HAS template, keeping
744. [[Hahō Shrine]] - HAS template, keeping
745. [[Haishiwano Shrine]] - HAS template, keeping
746. [[Haji Shrine]] - HAS template, keeping
747. [[Hajikama Shrine]] - HAS template, keeping
748. [[Hajikami Shrine]] - HAS template, keeping
749. [[Hajikami Shrine (Q11275441)]] - HAS template, keeping
750. [[Hajio Shrine (Otagi district)]] - HAS template, keeping
751. [[Hakanishi Shrine]] - HAS template, keeping
752. [[Hakatano Shrine]] - HAS template, keeping
753. [[Hakiharano- Shrine]] - HAS template, keeping
754. [[Hakkengū]] - HAS template, keeping
755. [[Hakono Shrine]] - HAS template, keeping
756. [[Hakotake Hachiman Shrine]] - HAS template, keeping
757. [[Hakozaki Hachiman Shrine]] - HAS template, keeping
758. [[Hakozaki Hachiman Shrine (Iki Island)]] - NO template, DELETING
759. [[Hakozaki Hachiman Shrine (Q135198619)]] - HAS template, keeping
760. [[Hakozaki Shrine]] - HAS template, keeping
761. [[Hakui Shrine]] - HAS template, keeping
762. [[Hakunu Shrine]] - HAS template, keeping
763. [[Hakusan Hall]] - HAS template, keeping
764. [[Hakusan Shrine (Q11579589)]] - HAS template, keeping
765. [[Hakusan Shrine (Q11579597)]] - HAS template, keeping
766. [[Hakusan Shrine (Q135069345)]] - HAS template, keeping
767. [[Hakusan Shrine (Q135069360)]] - HAS template, keeping
768. [[Hakusan Shrine (Q135069381)]] - HAS template, keeping
769. [[Hakusan Shrine (Q135069899)]] - HAS template, keeping
770. [[Hakusan Shrine (Q135187226)]] - HAS template, keeping
771. [[Hakusan Shrine (Q135190114)]] - HAS template, keeping
772. [[Hakusan Shrine (Q135193785)]] - HAS template, keeping
773. [[Hakusan Shrine (Q135194515)]] - HAS template, keeping
774. [[Hakusan Shrine (Q135194529)]] - HAS template, keeping
775. [[Hakusan Shrine (Q135194548)]] - HAS template, keeping
776. [[Hakusan Shrine (Q135194933)]] - HAS template, keeping
777. [[Hakusan Shrine (Q135195028)]] - HAS template, keeping
778. [[Hakusan Shrine (Q135195142)]] - HAS template, keeping
779. [[Hakusan Shrine (Q63148121)]] - HAS template, keeping
780. [[Hakutahikono Shrine]] - HAS template, keeping
781. [[Hakutahimeno Shrine]] - HAS template, keeping
782. [[Hamadono Shrine]] - HAS template, keeping
783. [[Hamamatsu Hachimangu]] - HAS template, keeping
784. [[Hamana Sōsha-shinmeigū]] - HAS template, keeping
785. [[Hamino Shrine]] - HAS template, keeping
786. [[Hamino Shrine (Q135039845)]] - HAS template, keeping
787. [[Hamukosono Shrine]] - HAS template, keeping
788. [[Hananagakami Shrine]] - HAS template, keeping
789. [[Hananagashimo Shrine]] - HAS template, keeping
790. [[Hananakano Shrine]] - HAS template, keeping
791. [[Hananakano Shrine (Q135270215)]] - HAS template, keeping
792. [[Hanaoka Shrine]] - HAS template, keeping
793. [[Hanaoka Shrine (Q135195345)]] - HAS template, keeping
