Page,Template
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=August 25|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Shinmei-zukuri|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Yanokuchi (Inagi City)|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Inagi City|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Tokyo Metropolis|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Engishiki Jinmyōchō|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Gōsha|1=UNKNOWN}}
Anazawa Tenjinsha,solved
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Sugawara no Michizane|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Genroku|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=1694|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Benten Cave|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Emperor Kōan|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=423 BC|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Tama Hills|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Misawa River|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=57 Famous Springs of Tokyo|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=1694|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=stone Buddhas|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Benten Cave|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=anti-Buddhist movement|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=1986|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=August 25|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Edo no Sato Kagura|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Important Intangible Folk Cultural Property|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=lion dances|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Keiō Yomiuriland Station|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Keiō Sagamihara Line|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Yanokuchi Station|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Nambu Line|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Newly Compiled Musashi Fudoki|1=UNKNOWN}}
Anazawa Tenjinsha,{{ill|UNKNOWN|lt=Edo Meisho Zue|1=UNKNOWN}}
Aoi Shrine,solved
Aoi Shrine,{{ill|UNKNOWN|lt=shrine buildings|1=UNKNOWN}}
Aoi Shrine,{{ill|UNKNOWN|lt=Aonuma Manuma Oshihime-no-Kami|1=UNKNOWN}}
Aoi Shrine,solved
Aoi Shrine,{{ill|UNKNOWN|lt=tutelary shrine|1=UNKNOWN}}
Aoi Shrine,{{ill|UNKNOWN|lt=Aonuma Manuma Oshihime-no-Kami|1=UNKNOWN}}
Aoi Shrine,solved
Aomi Shrine,solved
Aomi Shrine,solved
Aomi Shrine,{{ill|UNKNOWN|lt=daimyō|1=UNKNOWN}}
Araho Shrine,solved
Araho Shrine,solved
Araho Shrine,solved
Araho Shrine,{{ill|UNKNOWN|lt=Hachiman Ōkami|1=UNKNOWN}}
Araho Shrine,{{ill|UNKNOWN|lt=Sumiyoshi Daimyōjin|1=UNKNOWN}}
Araho Shrine,{{ill|UNKNOWN|lt=Isotakeru-no-Mikoto|1=UNKNOWN}}
Araho Shrine,solved
Arai Shrine (Nantan),solved
Arai Shrine (Nantan),solved
Arakashi Shrine,{{ill|UNKNOWN|lt=commercial|1=UNKNOWN}}
Araki Shrine,solved
Araki Shrine,solved
Araki Shrine,{{ill|UNKNOWN|lt=Kokufu Basin|1=UNKNOWN}}
Araki Shrine,{{ill|UNKNOWN|lt=stone crowns|1=UNKNOWN}}
Araki Shrine,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi no Mikoto}}
Araki Shrine (Izunokuni),{{ill|UNKNOWN|lt=Amatsuhikone-no-Mikoto|1=UNKNOWN}}
Araki Shrine (Izunokuni),solved
Araki Shrine (Izunokuni),{{ill|UNKNOWN|lt=Amatsuhikone-no-Mikoto|1=UNKNOWN}}
Arata Shrine,solved
Arata Shrine,solved
Arata Shrine,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-Mikoto}}
Arata Shrine,{{ill|UNKNOWN|lt=Ichikishimahime-no-Mikoto|1=UNKNOWN}}
Arata Shrine,{{ill|UNKNOWN|lt=Shirahige Daimyōjin|1=UNKNOWN}}
Arata Shrine,solved
Arata Shrine,{{ill|lt=Takamimusubi|UNKNOWN|lt=Takamimusubi-no-Mikoto}}
Arata Shrine,{{ill|UNKNOWN|lt=Ama-no-Somukitsu-Hime-no-Mikoto|1=UNKNOWN}}
Arata Shrine,{{ill|UNKNOWN|lt=Aramitama|1=UNKNOWN}}
Arata Shrine,solved
Arei Shrine,solved
Arei Shrine,solved
Arei Shrine,solved
Arei Shrine,solved
Arei Shrine,solved
Arei Shrine,solved
Arima Shrine,{{ill|UNKNOWN|lt=Arino-chō|1=UNKNOWN}}
Arima Shrine,{{ill|UNKNOWN|lt=Arino|1=UNKNOWN}}
Arima Shrine,solved
Arima Shrine,{{ill|lt=Health and Sports Day|UNKNOWN|lt=Second Monday of October}}
Arima Shrine,{{ill|lt=Arima River (Hyōgo Prefecture)|UNKNOWN|lt=Arima River}}
Arima Shrine,{{ill|UNKNOWN|lt=Tao Shrine|1=UNKNOWN}}
Arima Shrine,{{ill|UNKNOWN|lt=Okaba Wakamiya Shrine|1=UNKNOWN}}
Arima Shrine,{{ill|UNKNOWN|lt=Bushin Ōkami|1=UNKNOWN}}
Arima Shrine,{{ill|UNKNOWN|lt=Kuroo Ōkami|1=UNKNOWN}}
Arima Shrine,{{ill|lt=Health and Sports Day|UNKNOWN|lt=Second Monday of October}}
Aruka Shrine,{{ill|UNKNOWN|lt=Ichigensha Nagare-zukuri|1=UNKNOWN}}
Aruka Shrine,{{ill|UNKNOWN|lt=Benzaiten|1=UNKNOWN}}
Asadatehiko Shrine,solved
"Asakura Shrine (Uji, Kyoto)",{{ill|UNKNOWN|lt=Takamimusubi-no-Kami|1=UNKNOWN}}
"Asakura Shrine (Uji, Kyoto)",{{ill|UNKNOWN|lt=Kamimusubi-no-Kami|1=UNKNOWN}}
"Asakura Shrine (Uji, Kyoto)",solved
"Asakura Shrine (Uji, Kyoto)",{{ill|lt=Shikinaisha|UNKNOWN|lt=minor Shikinaisha}}
"Asakura Shrine (Uji, Kyoto)",{{ill|UNKNOWN|lt=Takamimusubi-no-Kami|1=UNKNOWN}}
"Asakura Shrine (Uji, Kyoto)",{{ill|UNKNOWN|lt=Kamimusubi-no-Kami|1=UNKNOWN}}
"Asakura Shrine (Uji, Kyoto)",{{ill|lt=Tenbun (Japanese era)|UNKNOWN|lt=Tenbun}}
Asakura Shrine (Wakayama),solved
Asakura Shrine (Wakayama),solved
Asakura Shrine (Wakayama),solved
Asakura Shrine (Wakayama),{{ill|UNKNOWN|lt=Wakayama Domain|1=UNKNOWN}}
Asamine Shrine,solved
Asamine Shrine,solved
Asamine Shrine,{{ill|lt=Ōyamatsumi|UNKNOWN|lt=Ōyamatsumi no Mikoto}}
Asamine Shrine,solved
Asamine Shrine,{{ill|UNKNOWN|lt=Wamyō Ruijushō|1=UNKNOWN}}
Asamiya Shrine,{{ill|UNKNOWN|lt=Atagatasu-no-Mikoto|1=UNKNOWN}}
Asamiya Shrine,{{ill|UNKNOWN|lt=Tatetewani-no-Mikoto|1=UNKNOWN}}
Asamiya Shrine,{{ill|UNKNOWN|lt=Waniyoshi Shrine|1=UNKNOWN}}
Asayama Shrine,{{ill|lt=Matamatsukutamanomurahime|UNKNOWN|lt=Matama Tsuku Tama no Murahime no Mikoto}}
Asayama Shrine,solved
Asayama Shrine,solved
Asayama Shrine,{{ill|lt=Matamatsukutamanomurahime|UNKNOWN|lt='''Matama Tsuku Tama no Murahime no Mikoto'''}}
Asayama Shrine,{{ill|lt=Kamimusubi|UNKNOWN|lt='''Kamimusubi no Mikoto'''}}
Asayama Shrine,{{ill|UNKNOWN|lt=Ōkuninushi|1=UNKNOWN}}
Ashiinaba Shrine,{{ill|UNKNOWN|lt=Ukanomitama-no-Mikoto|1=UNKNOWN}}
Ashiinaba Shrine,{{ill|UNKNOWN|lt=Kusanohime-no-Mikoto|1=UNKNOWN}}
Ashiinaba Shrine,solved
Ashiinaba Shrine,solved
Ashiinaba Shrine,{{ill|lt=Kōgakkan University Press|UNKNOWN|lt=Kōgakkan University Press}}
Asukabe Shrine,solved
Asukabe Shrine,solved
Asukabe Shrine,{{ill|UNKNOWN|lt=Asukabe no Miyatsuko|1=UNKNOWN}}
Asukabe Shrine,{{ill|UNKNOWN|lt=Asukabe no Miyatsuko|1=UNKNOWN}}
Asukabe Shrine,{{ill|UNKNOWN|lt=Yasuka District|1=UNKNOWN}}
Asukabe Shrine,{{ill|lt=Jōrin-ji (Habikino City)|UNKNOWN|lt=Jōrin-ji}}
Asukada Shrine,solved
Asō Shrine,solved
Asō Shrine,solved
Asō Shrine,{{ill|UNKNOWN|lt=Shinsen heihaku-ryō kyōshinsha|1=UNKNOWN}}
Asō Shrine,solved
Asō Shrine,solved
Asō Shrine,solved
Asō Shrine,{{ill|UNKNOWN|lt=Usa Hachimangū|1=UNKNOWN}}
Asō Shrine,{{ill|UNKNOWN|lt=Usa Hachimangū|1=UNKNOWN}}
Asō Shrine,{{ill|UNKNOWN|lt=Akamatsu Akinori|1=UNKNOWN}}
Asō Shrine,"{{ill|UNKNOWN|lt=Hiroyama, Honda-chō|1=UNKNOWN}}"
Ato Shrine,solved
Ato Shrine,solved
Ato Shrine,{{ill|UNKNOWN|lt=Ajinuta no Mikoto|1=UNKNOWN}}
Ato Shrine,{{ill|lt=Isonokami clan|UNKNOWN|lt=Isonokami no Ason}}
Ato Shrine,{{ill|UNKNOWN|lt=Atobe Shrine|1=UNKNOWN}}
Ato Shrine,solved
Ato Shrine,{{ill|UNKNOWN|lt=Atobe Shrine|1=UNKNOWN}}
Atsuhitakahiko Shrine,solved
Atsuhitakahiko Shrine,solved
Atsuhitakahiko Shrine,{{ill|lt=Mizuhanome|UNKNOWN|lt=Mizuhanome no Kami}}
Atsuta Shrine,{{ill|UNKNOWN|lt=First Class|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Shikiuchi Shrine|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Kusanagi sword|1=UNKNOWN}}
Atsuta Shrine,{{ill|lt=Ezo conquest|UNKNOWN|lt=Ezo conquest}}
Atsuta Shrine,{{ill|UNKNOWN|lt=reishi|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Ninigi no Mikoto|1=UNKNOWN}}
Atsuta Shrine,{{ill|lt=Japanese Great Spirit God|UNKNOWN|lt=Japanese Great Spirit}}
Atsuta Shrine,{{ill|lt=Nunakiirihime no Mikoto|UNKNOWN|lt=Nunakiirihime no Mikoto}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Owari Province Fudoki|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Kotobarihara|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Kawachi Province|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Furuichi-ri|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=oracle|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Owara member position|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Yoshiyasu Ashikaga|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Ordinance on the Separation of Shinto and Buddhism|1=UNKNOWN}}
Atsuta Shrine,{{ill|lt=Emperor Akihito|UNKNOWN|lt=Emperor Akihito}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Tokugawa Shogun Family|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Aratama|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Ootoshijin|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Mashikitobe no Mikoto|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=乎Stop與明|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Kibi Takehiko no Mikoto|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Otomo Takehiko no Mikoto|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Uka no Mitama no Kami|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Shizou Goddess|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Sukunabikona no Mikoto|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Ototachibanahime no Mikoto|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Izanagi no Mikoto|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Izanami no Mikoto|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Japanese Spirit|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Kumano Kakusubi no Mikoto|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Ama no Hohi Mikoto|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Mikoto Tagitsuhime|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Miinokami|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Ama no Uzume no Mikoto|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Oyamatsumijin|1=UNKNOWN}}
Atsuta Shrine,{{ill|UNKNOWN|lt=Shins|1=UNKNOWN}}
Atsuwa Shrine,solved
Awa Shrine (Oyama),solved
Awa Shrine (Oyama),solved
Awa-no-Mikoto Shrine,solved
Awa-no-Mikoto Shrine,solved
Awa-no-Mikoto Shrine,solved
Awa-no-Mikoto Shrine,solved
Awa-no-Mikoto Shrine,{{ill|UNKNOWN|lt=Kotoshironushi no Mikoto|1=UNKNOWN}}
Awa-no-Mikoto Shrine,solved
Awabitamashiratama-hime-no-Mikoto Shrine,solved
Awabitamashiratama-hime-no-Mikoto Shrine,solved
Awai Shrine,{{ill|UNKNOWN|lt=Ame-no-Futodama-no-Mikoto|1=UNKNOWN}}
Awai Shrine,solved
Awai Shrine,solved
Awai Shrine,solved
Awai Shrine,solved
Awai Shrine,{{ill|lt=Amaterasu|UNKNOWN|lt=Amaterasu Ōmikami}}
Awai Shrine,{{ill|UNKNOWN|lt=Ame-no-Hiwashi-no-Mikoto|1=UNKNOWN}}
Awawa Shrine,solved
Awawa Shrine,solved
Awawa Shrine,{{ill|UNKNOWN|lt=Avīci Hell|1=UNKNOWN}}
Awayamanoueno Shrine,{{ill|lt=Katsura River (Naka River system)|UNKNOWN|lt=Katsura River}}
Awayamanoueno Shrine,{{ill|UNKNOWN|lt=Wamyō Ruijushō|1=UNKNOWN}}
Awayamanoueno Shrine,{{ill|lt=Konohanasakuya-hime|UNKNOWN|lt=Konohanasakuya-hime-no-Mikoto}}
Azai Shrine (Ichinomiya),solved
Azai Shrine (Ichinomiya),{{ill|lt=Azai Shrine (Inazawa City)|UNKNOWN|lt=Azai Shrine}}
Azai Shrine (Ichinomiya),{{ill|lt=Shiotsuchi-no-Oji|UNKNOWN|lt=Shiotsuchi-no-Oji}}
Azumayanuma Shrine,{{ill|lt=Sukunahikona|UNKNOWN|lt=Sukunahikona-no-Kami}}
Azumayanuma Shrine,{{ill|lt=Ōkuninushi-no-Kami|UNKNOWN|lt=Ōnamuchi-no-Mikoto (Ōkuninushi-no-Mikoto)}}
Azumayanuma Shrine,solved
Azumayanuma Shrine,solved
Azumayanuma Shrine,{{ill|lt=Sukunahikona|UNKNOWN|lt=Sukunahikona-no-Kami}}
Azumayanuma Shrine,{{ill|lt=Ōkuninushi-no-Kami|UNKNOWN|lt='''Ōnamuchi-no-Mikoto''' (Ōkuninushi-no-Mikoto)}}
Azumayanuma Shrine,{{ill|UNKNOWN|lt=Azumayakuni Shrine|1=UNKNOWN}}
Azumayanuma Shrine,{{ill|UNKNOWN|lt=Shirawase Shrine|1=UNKNOWN}}
Azumayanuma Shrine,"{{ill|lt=Kashima Shrine (Oda, Fukushima City)|UNKNOWN|lt=Kashima Shrine}}"
Azumayanuma Shrine,{{ill|UNKNOWN|lt=An’ei|1=UNKNOWN}}
Azura Shrine,{{ill|UNKNOWN|lt=Amanomikatsuhime-no-Mikoto|1=UNKNOWN}}
Azura Shrine,solved
Azura Shrine,solved
Azura Shrine,{{ill|UNKNOWN|lt=Amanomikatsuhime-no-Mikoto|1=UNKNOWN}}
Azura Shrine,{{ill|UNKNOWN|lt=Wamyō Ruijushō|1=UNKNOWN}}
Azura Shrine,{{ill|UNKNOWN|lt=Two-Character Favorable Name Edict|1=UNKNOWN}}
Azura Shrine,solved
Azusami Tenjinsha,solved
Azusami Tenjinsha,solved
Azusami Tenjinsha,solved
Azusami Tenjinsha,solved
Azusami Tenjinsha,solved
Azusami Tenjinsha,solved
Azusami Tenjinsha,{{ill|UNKNOWN|lt=Prince Takamochi|1=UNKNOWN}}
Azusami Tenjinsha,{{ill|UNKNOWN|lt=Kanmu Heishi|1=UNKNOWN}}
Azusami Tenjinsha,{{ill|UNKNOWN|lt=sweet|1=UNKNOWN}}
Azusami Tenjinsha,{{ill|UNKNOWN|lt=Tokugawa shogunate|1=UNKNOWN}}
Azusami Tenjinsha,{{ill|UNKNOWN|lt=shuinchi|1=UNKNOWN}}
Azusami Tenjinsha,{{ill|UNKNOWN|lt=Kumano Shrine|1=UNKNOWN}}
Azusami Tenjinsha,{{ill|UNKNOWN|lt=Miyazaki clan|1=UNKNOWN}}
Azusami Tenjinsha,{{ill|UNKNOWN|lt=Mizuho Town Community Bus|1=UNKNOWN}}
Azusawake-no-Mikoto Shrine,solved
Azusawake-no-Mikoto Shrine,{{ill|UNKNOWN|lt=guardian shrine|1=UNKNOWN}}
Azusawake-no-Mikoto Shrine,solved
Azusawake-no-Mikoto Shrine,solved
Chikushi Shrine,solved
Chikushi Shrine,solved
Chikushi Shrine,solved
Chikushi Shrine,solved
Chikushi Shrine,{{ill|UNKNOWN|lt=Chikushi no Kuni no Miyatsuko|1=UNKNOWN}}
Chikushi Shrine,{{ill|UNKNOWN|lt=Hi no Kuni no Miyatsuko|1=UNKNOWN}}
Chikushi Shrine,{{ill|UNKNOWN|lt=Isotakeru-no-Mikoto|1=UNKNOWN}}
Chikushi Shrine,{{ill|UNKNOWN|lt=Isotakeru-no-Mikoto|1=UNKNOWN}}
Chikushi Shrine,{{ill|UNKNOWN|lt=Tsukushi Island|1=UNKNOWN}}
Chikushi Shrine,{{ill|UNKNOWN|lt=Higo Province|1=UNKNOWN}}
Chikushi Shrine,solved
Chikushi Shrine,{{ill|UNKNOWN|lt=Tenjin Ōmuta Line|1=UNKNOWN}}
Daikai Shrine,solved
Daikai Shrine,solved
Daikai Shrine,{{ill|lt=Shiotsuchi no Oji|UNKNOWN|lt=Shiotsuchi no Oji}}
Daikai Shrine,solved
Daisen Ōji Shrine,solved
Daisen Ōji Shrine,solved
Daisen Ōji Shrine,{{ill|UNKNOWN|lt=Kotoshironushi-no-Kami|1=UNKNOWN}}
Dewa Shrine,solved
Dewa Shrine,solved
Ebumi Shrine,{{ill|UNKNOWN|lt=Ukanomitama-no-Kami|1=UNKNOWN}}
Ebumi Shrine,solved
Ebumi Shrine,{{ill|UNKNOWN|lt=former village shrine|1=UNKNOWN}}
Ebumi Shrine,{{ill|UNKNOWN|lt=Itada Shrine|1=UNKNOWN}}
Ebumi Shrine,solved
Ebumi Shrine,{{ill|UNKNOWN|lt=kanjō|1=UNKNOWN}}
Ebumi Shrine,{{ill|UNKNOWN|lt=Mount Ebumi|1=UNKNOWN}}
Ebumi Shrine,{{ill|lt=Mount Konpira (Kyoto Prefecture)|UNKNOWN|lt=Mount Konpira}}
Ebumi Shrine,{{ill|UNKNOWN|lt=jingū-ji|1=UNKNOWN}}
Ebumi Shrine,{{ill|UNKNOWN|lt=Kagutsuchi-no-Kami|1=UNKNOWN}}
Ebumi Shrine,{{ill|UNKNOWN|lt=Atago deity|1=UNKNOWN}}
Ebumi Shrine,{{ill|lt=Kōgakkan University|UNKNOWN|lt=Kōgakkan University Press}}
Eda Shrine,solved
Eda Shrine,solved
Eda Shrine,solved
Eda Shrine,solved
Eda Shrine,{{ill|UNKNOWN|lt=Amaterasu|1=UNKNOWN}}
Eda Shrine,solved
Ena Shrine (Nakatsugawa),solved
Ena Shrine (Nakatsugawa),solved
Ena Shrine (Nakatsugawa),{{ill|lt=Amaterasu|UNKNOWN|lt=Amaterasu Ōmikami}}
Ena Shrine (Nakatsugawa),{{ill|UNKNOWN|lt=Hayatama-no-O-Mikoto|1=UNKNOWN}}
Ena Shrine (Nakatsugawa),solved
Ena Shrine (Nakatsugawa),{{ill|UNKNOWN|lt=1871|1=UNKNOWN}}
Ena Shrine (Nakatsugawa),{{ill|UNKNOWN|lt=Ōyama-tsumi-no-Kami|1=UNKNOWN}}
Enoki Shrine,solved
Enomiya Shrine,solved
Enomiya Shrine,{{ill|UNKNOWN|lt=Ōtomabe no Mikoto|1=UNKNOWN}}
Enomiya Shrine,{{ill|lt=Ōtoshi-no-Kami|UNKNOWN|lt=Toshigami}}
Enomiya Shrine,{{ill|UNKNOWN|lt=Lunar calendar February 1|1=UNKNOWN}}
Enomiya Shrine,{{ill|UNKNOWN|lt=Tokushima City Bus|1=UNKNOWN}}
Enomiya Shrine,{{ill|lt=Tokushima Municipal Kamihachiman Elementary School|UNKNOWN|lt=Kamihachiman Elementary School}}
Erehiko Shrine,solved
Erehiko Shrine,{{ill|UNKNOWN|lt=Ame-no-Hiboko-no-Mikoto|1=UNKNOWN}}
Erehiko Shrine,{{ill|UNKNOWN|lt=Hiyoshi Sannō Gongen|1=UNKNOWN}}
Erehiko Shrine,{{ill|UNKNOWN|lt=guardian deity|1=UNKNOWN}}
Erehiko Shrine,{{ill|UNKNOWN|lt=invited and enshrined|1=UNKNOWN}}
Erehiko Shrine,solved
Fu Hachimangu,{{ill|UNKNOWN|lt=Ken-sha|1=UNKNOWN}}
Fu Hachimangu,{{ill|UNKNOWN|lt=Ken-sha|1=UNKNOWN}}
Fu Hachimangu,{{ill|UNKNOWN|lt=Remains of T?t?mi Kokubunji|1=UNKNOWN}}
Fudaten Shrine,solved
Fudaten Shrine,{{ill|UNKNOWN|lt=Hakaba Kitarō|1=UNKNOWN}}
Fuji Sengen Shrine (Togo Town),{{ill|UNKNOWN|lt=Konohanasakuya-hime-no-Mikoto|1=UNKNOWN}}
Fuji Sengen Shrine (Togo Town),solved
Fuji Sengen Shrine (Togo Town),{{ill|UNKNOWN|lt=Ifuno Shrine|1=UNKNOWN}}
Fuji Sengen Shrine (Togo Town),{{ill|lt=Konohanasakuya-hime|UNKNOWN|lt=Konohanasakuya-hime-no-Mikoto}}
Fuji Sengen Shrine (Togo Town),solved
Fuji Sengen Shrine (Togo Town),{{ill|UNKNOWN|lt=?mononushi-no-Mikoto|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,{{ill|lt=Mt.Fuji (typical topic)|UNKNOWN|lt=Mt.Fuji}}
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,{{ill|lt=Mt. Fuji (representative topics)|UNKNOWN|lt=Mt. Fuji}}
Fujisan Hongū Sengen Taisha,{{ill|lt=Mt. Fuji (main topic)|UNKNOWN|lt=Mt.Fuji}}
Fujisan Hongū Sengen Taisha,{{ill|UNKNOWN|lt=below|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,{{ill|lt=#Hongu|UNKNOWN|lt=Hongu}}
Fujisan Hongū Sengen Taisha,{{ill|lt=#Okumiya|UNKNOWN|lt=Okumiya}}
Fujisan Hongū Sengen Taisha,{{ill|UNKNOWN|lt=cherry blossom|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,{{ill|UNKNOWN|lt=Grand Shrine|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,{{ill|lt=#Endo (1987)|UNKNOWN|lt=Endo (1987)}}
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,{{ill|UNKNOWN|lt=Nihon Takeru|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,{{ill|UNKNOWN|lt=Iwakai|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,{{ill|lt=#Nomoto (1987)|UNKNOWN|lt=Nomoto (1987)}}
Fujisan Hongū Sengen Taisha,{{ill|lt=#Nomoto (1987)|UNKNOWN|lt=Nomoto (1987)}}
Fujisan Hongū Sengen Taisha,{{ill|UNKNOWN|lt=Minamitsuru County|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,{{ill|UNKNOWN|lt=shuinji|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,{{ill|UNKNOWN|lt=Yasunaga|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,{{ill|lt=Mt. Fuji (representative topics)#Concession disputes over Mt.|UNKNOWN|lt=Refer to ``Concession disputes over Mt. Fuji''}}
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,{{ill|UNKNOWN|lt=Kokuhei Chusha|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,{{ill|UNKNOWN|lt=World Cultural Heritage Site|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,{{ill|UNKNOWN|lt=Ansei Tokai Earthquake|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,{{ill|UNKNOWN|lt=Chrysanthemum crest|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,solved
Fujisan Hongū Sengen Taisha,{{ill|UNKNOWN|lt=chrysanthemum crest|1=UNKNOWN}}
Fujisan Hongū Sengen Taisha,solved
