Logged in

Found 4833 pages in category

1. [[Abito Shrine]] - HAS template, keeping
478. [[Etano Shrine (Q135039947)]] - HAS template, keeping
479. [[Etomo Shrine]] - HAS template, keeping
480. [[Etomo Shrine (Izumo Province)]] - HAS template, keeping
481. [[Fu Hachimangu]] - HAS template, keeping
482. [[Fuchiharahikono Shrine]] - HAS template, keeping
483. [[Fuchimori Inari Shrine]] - HAS template, keeping
484. [[Fuchino Shrine]] - HAS template, keeping
485. [[Fuchishimano Shrine]] - HAS template, keeping
486. [[Fuchitsuhikono Shrine]] - HAS template, keeping
487. [[Fuchiuchino Shrine]] - HAS template, keeping
488. [[Fuchiuchino Shrine (Q135270297)]] - HAS template, keeping
489. [[Fuchū Hachiman Shrine]] - HAS template, keeping
490. [[Fudaten Shrine]] - HAS template, keeping
491. [[Fuheno Shrine]] - HAS template, keeping
492. [[Fuji Sengen Shrine (Togo Town)]] - HAS template, keeping
493. [[Fuji Sengengu]] - HAS template, keeping
494. [[Fujiasamamiya]] - HAS template, keeping
495. [[Fujimori Shinmei-sha]] - HAS template, keeping
496. [[Fujino Shrine]] - HAS template, keeping
497. [[Fujisaki Shrine]] - HAS template, keeping
498. [[Fujisaki Shrine (Q135195033)]] - HAS template, keeping
499. [[Fujito Shrine]] - HAS template, keeping
500. [[Fujiuchi Shrine]] - HAS template, keeping
501. [[Fukaeno Shrine]] - HAS template, keeping
502. [[Fukafu Shrine]] - HAS template, keeping
503. [[Fukafuchino Shrine]] - HAS template, keeping
504. [[Fukagawa Shrine]] - HAS template, keeping
505. [[Fukakahano Shrine]] - HAS template, keeping
506. [[Fukami Shrine]] - HAS template, keeping
507. [[Fukamisono Shrine]] - HAS template, keeping
508. [[Fukasaka Shrine]] - HAS template, keeping
509. [[Fukataheno Shrine]] - HAS template, keeping
510. [[Fukatano Shrine]] - HAS template, keeping
511. [[Fukeno Shrine]] - HAS template, keeping
512. [[Fukeshihikono Shrine]] - HAS template, keeping
513. [[Fukomino Shrine]] - HAS template, keeping
514. [[Fukomino Shrine (Q135270426)]] - HAS template, keeping
515. [[Fukuchi Shrine]] - HAS template, keeping
516. [[Fukuhino Shrine]] - HAS template, keeping
517. [[Fukurono Shrine]] - HAS template, keeping
518. [[Fukutano Shrine]] - HAS template, keeping
519. [[Fukutomi Shrine]] - HAS template, keeping
520. [[Fukuōji Shrine]] - HAS template, keeping
521. [[Fumunashino Shrine]] - HAS template, keeping
522. [[Funadamano Shrine]] - HAS template, keeping
523. [[Funae Taijingū]] - HAS template, keeping
524. [[Funaeno Shrine]] - HAS template, keeping
525. [[Funagatayama Shrine]] - HAS template, keeping
526. [[Funagatayama Shrine (Q135194321)]] - HAS template, keeping
527. [[Funai Shrine]] - HAS template, keeping
528. [[Funajihachimanguu]] - HAS template, keeping
529. [[Funayama Shrine]] - HAS template, keeping
530. [[Funayamano Shrine]] - HAS template, keeping
531. [[Furufu Shrine]] - HAS template, keeping
532. [[Furukohorino Shrine]] - HAS template, keeping
533. [[Furukohorino Shrine Co-EnShrinement]] - HAS template, keeping
534. [[Furukoori Shrine]] - HAS template, keeping
535. [[Furutachino Shrine]] - HAS template, keeping
536. [[Fusawokino Shrine]] - HAS template, keeping
537. [[Fusawokino Shrine (Q135270417)]] - HAS template, keeping
538. [[Fuse Shrine (Q135041199)]] - HAS template, keeping
539. [[Fuse Shrine (Q135070316)]] - HAS template, keeping
540. [[Fuse Shrine (Q135195020)]] - HAS template, keeping
541. [[Fuse Shrine (Q85880047)]] - HAS template, keeping
542. [[Fuse Shrine (Shinonoi Fusegomei, Nagano City)]] - HAS template, keeping
543. [[Fuse Shrine (Shinonoi Ishikawa, Nagano City)]] - HAS template, keeping
544. [[Fuse Shrine (Shinonoi Yamafuse, Nagano City)]] - HAS template, keeping
545. [[Fuseno Shrine]] - HAS template, keeping
546. [[Fuseno Shrine (Q135039917)]] - HAS template, keeping
547. [[Fuseno Shrine (Q135040396)]] - HAS template, keeping
548. [[Fuseno Shrine (Q135041037)]] - HAS template, keeping
549. [[Fuseno Shrine (Q135041383)]] - HAS template, keeping
550. [[Fuseno- Shrine]] - HAS template, keeping
551. [[Fushifuno Shrine]] - HAS template, keeping
552. [[Fushikimino Shrine]] - HAS template, keeping
553. [[Fushinaohonamochino Shrine]] - HAS template, keeping
554. [[Fushino Shrine]] - HAS template, keeping
555. [[Fusuno Shrine]] - HAS template, keeping
556. [[Fusuno Shrine (Q135270331)]] - HAS template, keeping
557. [[Futaarayama Shrine okumiya]] - HAS template, keeping
558. [[Futagami-yama Shrine (Tottori Prefecture)]] - HAS template, keeping
559. [[Futakatano Shrine]] - HAS template, keeping
560. [[Futakatano Shrine (Q135270328)]] - HAS template, keeping
561. [[Futamata Shrine]] - HAS template, keeping
562. [[Futamata Shrine (Q135070233)]] - HAS template, keeping
563. [[Futamatano Shrine]] - HAS template, keeping
564. [[Futamatano Shrine (Q135041265)]] - HAS template, keeping
565. [[Futamino Shrine]] - HAS template, keeping
566. [[Futamurano Shrine]] - HAS template, keeping
567. [[Futonotono Shrine]] - HAS template, keeping
568. [[Futonotonomikotono Shrine]] - HAS template, keeping
569. [[Futsuno Shrine]] - HAS template, keeping
570. [[Futsuno Shrine (Q135041412)]] - HAS template, keeping
571. [[Gama Shinmei‑gū]] - HAS template, keeping
572. [[Gashibahime Shrine]] - HAS template, keeping
573. [[Gassan Shrine]] - HAS template, keeping
574. [[Ginzan Kami Shrine]] - HAS template, keeping
575. [[Ginzan Shrine]] - HAS template, keeping
576. [[Ginzan Shrine (Q135200437)]] - HAS template, keeping
577. [[Ginzan Shrine (Tsutsuchi Yohaijo)]] - HAS template, keeping
578. [[Ginzanjo Shrine]] - HAS template, keeping
579. [[Gokiso Hachimangū]] - HAS template, keeping
580. [[Gokisohachimanguu]] - HAS template, keeping
581. [[Gongen Shrine (Ujizakura Shrine precincts)]] - HAS template, keeping
582. [[Gosen Hachiman Shrine]] - HAS template, keeping
583. [[Gosha Shrine]] - HAS template, keeping
584. [[Gosha Shrine (Q135069653)]] - HAS template, keeping
585. [[Gosha Shrine (Q135193646)]] - HAS template, keeping
586. [[Gosha Shrine (Q135193751)]] - HAS template, keeping
587. [[Gosha Shrine (Q135195346)]] - HAS template, keeping
588. [[Gosho Shrine]] - HAS template, keeping
589. [[Gunge Shrine (Suzumi, Kanazawa)]] - HAS template, keeping
590. [[Gunge Shrine (Yoshihara, Kanazawa)]] - HAS template, keeping
591. [[Habuhime Shrine (Shimoda)]] - HAS template, keeping
592. [[Habuhime-no-Mikoto Shrine]] - HAS template, keeping
593. [[Hachidairyuuou Shrine]] - HAS template, keeping
594. [[Hachikurahime Shrine]] - HAS template, keeping
595. [[Hachiman Shrine]] - HAS template, keeping
596. [[Hachiman Shrine (Kisami, Shimoda)]] - HAS template, keeping
597. [[Hachiman Shrine (Koura)]] - HAS template, keeping
598. [[Hachiman Shrine (Koura, Minamiizu)]] - HAS template, keeping
599. [[Hachiman Shrine (Makino Town Sekitei)]] - HAS template, keeping
600. [[Hachiman Shrine (Mikajiri)]] - HAS template, keeping
601. [[Hachiman Shrine (Otoi)]] - HAS template, keeping
602. [[Hachiman Shrine (Q134927474)]] - HAS template, keeping
603. [[Hachiman Shrine (Q135070175)]] - HAS template, keeping
604. [[Hachiman Shrine (Q135070216)]] - HAS template, keeping
605. [[Hachiman Shrine (Q135070273)]] - HAS template, keeping
606. [[Hachiman Shrine (Q135070301)]] - HAS template, keeping
607. [[Hachiman Shrine (Q135070351)]] - HAS template, keeping
608. [[Hachiman Shrine (Q135070358)]] - HAS template, keeping
609. [[Hachiman Shrine (Q135187123)]] - HAS template, keeping
610. [[Hachiman Shrine (Q135190015)]] - HAS template, keeping
611. [[Hachiman Shrine (Q135193644)]] - HAS template, keeping
612. [[Hachiman Shrine (Q135193932)]] - HAS template, keeping
613. [[Hachiman Shrine (Q135193975)]] - HAS template, keeping
614. [[Hachiman Shrine (Q135194564)]] - HAS template, keeping
615. [[Hachiman Shrine (Q135194682)]] - HAS template, keeping
616. [[Hachiman Shrine (Q135194692)]] - HAS template, keeping
617. [[Hachiman Shrine (Q135194695)]] - HAS template, keeping
618. [[Hachiman Shrine (Q135194698)]] - HAS template, keeping
619. [[Hachiman Shrine (Q135194720)]] - HAS template, keeping
620. [[Hachiman Shrine (Q135195320)]] - HAS template, keeping
621. [[Hachiman Shrine (Q135198094)]] - HAS template, keeping
622. [[Hachiman Shrine (Suihokuchō)]] - HAS template, keeping
623. [[Hachiman Shrine (Uso Yokoyama)]] - HAS template, keeping
624. [[Hachimangū]] - HAS template, keeping
625. [[Hachimangū (Q135194947)]] - HAS template, keeping
626. [[Hachimangū (Q135197730)]] - HAS template, keeping
627. [[Hachimangū Kinomiya Shrine]] - HAS template, keeping
628. [[Hachimanhokenshin Shrine]] - HAS template, keeping
629. [[Hachiman‑gu Kinomiya Shrine]] - HAS template, keeping
630. [[Hachiman‑sha]] - HAS template, keeping
631. [[Hachiman‑sha (Q135070047)]] - HAS template, keeping
632. [[Hachino Shrine]] - HAS template, keeping
633. [[Hachiouji Shrine]] - HAS template, keeping
634. [[Hachisakino Shrine]] - HAS template, keeping
635. [[Hachisu Shrine]] - HAS template, keeping
636. [[Hachita Shrine]] - HAS template, keeping
637. [[Hachiōji Shrine]] - HAS template, keeping
638. [[Hachiōji Shrine (Morisho Village)]] - HAS template, keeping
639. [[Hafuhimeno- Shrine]] - HAS template, keeping
640. [[Hafurino Shrine]] - HAS template, keeping
641. [[Hafuritano Shrine]] - HAS template, keeping
642. [[Hafuritano Shrine (Q135041152)]] - HAS template, keeping
643. [[Haguro Shrine (Q135194375)]] - HAS template, keeping
644. [[Haguromita Shrine]] - HAS template, keeping
645. [[Hahaki Shrine]] - HAS template, keeping
646. [[Haheshinano Shrine]] - HAS template, keeping
647. [[Hahiho Shrine]] - HAS template, keeping
648. [[Hahime Shrine]] - HAS template, keeping
649. [[Hahō Shrine]] - HAS template, keeping
650. [[Haishiwano Shrine]] - HAS template, keeping
651. [[Haji Shrine]] - HAS template, keeping
652. [[Hajikama Shrine]] - HAS template, keeping
653. [[Hajikami Shrine]] - HAS template, keeping
654. [[Hajikami Shrine (Q11275441)]] - HAS template, keeping
655. [[Hajio Shrine (Otagi district)]] - HAS template, keeping
656. [[Hakanishi Shrine]] - HAS template, keeping
657. [[Hakatano Shrine]] - HAS template, keeping
658. [[Hakiharano- Shrine]] - HAS template, keeping
659. [[Hakkengū]] - HAS template, keeping
660. [[Hakono Shrine]] - HAS template, keeping
661. [[Hakotake Hachiman Shrine]] - HAS template, keeping
662. [[Hakozaki Hachiman Shrine]] - HAS template, keeping
663. [[Hakozaki Hachiman Shrine (Q135198619)]] - HAS template, keeping
664. [[Hakozaki Shrine]] - HAS template, keeping
665. [[Hakui Shrine]] - HAS template, keeping
666. [[Hakunu Shrine]] - HAS template, keeping
667. [[Hakusan Hall]] - HAS template, keeping
668. [[Hakusan Shrine (Q11579589)]] - HAS template, keeping
669. [[Hakusan Shrine (Q11579597)]] - HAS template, keeping
670. [[Hakusan Shrine (Q135069345)]] - HAS template, keeping
671. [[Hakusan Shrine (Q135069360)]] - HAS template, keeping
672. [[Hakusan Shrine (Q135069381)]] - HAS template, keeping
673. [[Hakusan Shrine (Q135069899)]] - HAS template, keeping
674. [[Hakusan Shrine (Q135187226)]] - HAS template, keeping
675. [[Hakusan Shrine (Q135190114)]] - HAS template, keeping
676. [[Hakusan Shrine (Q135193785)]] - HAS template, keeping
677. [[Hakusan Shrine (Q135194515)]] - HAS template, keeping
678. [[Hakusan Shrine (Q135194529)]] - HAS template, keeping
679. [[Hakusan Shrine (Q135194548)]] - HAS template, keeping
680. [[Hakusan Shrine (Q135194933)]] - HAS template, keeping
681. [[Hakusan Shrine (Q135195028)]] - HAS template, keeping
682. [[Hakusan Shrine (Q135195142)]] - HAS template, keeping
683. [[Hakusan Shrine (Q63148121)]] - HAS template, keeping
684. [[Hakutahikono Shrine]] - HAS template, keeping
685. [[Hakutahimeno Shrine]] - HAS template, keeping
686. [[Hamadono Shrine]] - HAS template, keeping
687. [[Hamamatsu Hachimangu]] - HAS template, keeping
688. [[Hamana Sōsha-shinmeigū]] - HAS template, keeping
689. [[Hamino Shrine]] - HAS template, keeping
690. [[Hamino Shrine (Q135039845)]] - HAS template, keeping
691. [[Hamukosono Shrine]] - HAS template, keeping
692. [[Hananagakami Shrine]] - HAS template, keeping
693. [[Hananagashimo Shrine]] - HAS template, keeping
694. [[Hananakano Shrine]] - HAS template, keeping
695. [[Hananakano Shrine (Q135270215)]] - HAS template, keeping
696. [[Hanaoka Shrine]] - HAS template, keeping
697. [[Hanaoka Shrine (Q135195345)]] - HAS template, keeping
698. [[Hanashiyama Shrine]] - HAS template, keeping
699. [[Hanifu Shrine]] - HAS template, keeping
700. [[Haniyamahime Shrine]] - HAS template, keeping
701. [[Haniyamano- Shrine]] - HAS template, keeping
702. [[Hanoura Shrine]] - HAS template, keeping
703. [[Harahano Shrine]] - HAS template, keeping
704. [[Harikumano Shrine]] - HAS template, keeping
705. [[Harina Shrine]] - HAS template, keeping
706. [[Harinano Shrine]] - HAS template, keeping
707. [[Harinano Shrine (Q135270315)]] - HAS template, keeping
708. [[Haritsuna Shrine]] - HAS template, keeping
709. [[Harukino Shrine]] - HAS template, keeping
710. [[Harunamiya Shrine]] - HAS template, keeping
711. [[Harunamiya Shrine (Q135069558)]] - HAS template, keeping
712. [[Harunamiya Shrine (Q135069565)]] - HAS template, keeping
713. [[Haruta Shrine (Lower Shrine)]] - HAS template, keeping
714. [[Haruta Shrine (Upper Shrine)]] - HAS template, keeping
715. [[Harutano Shrine]] - HAS template, keeping
716. [[Hasedera (Nagano)]] - HAS template, keeping
717. [[Haseno Shrine]] - HAS template, keeping
718. [[Haseno Shrine (Q135039453)]] - HAS template, keeping
719. [[Hasenoyamakuchi Shrine]] - HAS template, keeping
720. [[Hashino Shrine]] - HAS template, keeping
721. [[Hashiriochi Shrine]] - HAS template, keeping
722. [[Hashiriochino Shrine]] - HAS template, keeping
723. [[Hashiritano Shrine]] - HAS template, keeping
724. [[Hashiritano Shrine (Q135038740)]] - HAS template, keeping
725. [[Hasokino Shrine]] - HAS template, keeping
726. [[Hassho Shrine]] - HAS template, keeping
727. [[Hassho Shrine (Q135187186)]] - HAS template, keeping
728. [[Hata Shrine]] - HAS template, keeping
729. [[Hatada Shrine]] - HAS template, keeping
730. [[Hatada Shrine co-EnShrinement]] - HAS template, keeping
731. [[Hatada Shrine Co-enshrinement (Ihatano)]] - HAS template, keeping
732. [[Hataketano Shrine former site]] - HAS template, keeping
733. [[Hataketano Shrine former site (Q135186309)]] - HAS template, keeping
734. [[Hatakino Shrine]] - HAS template, keeping
735. [[Hatamikawino Shrine]] - HAS template, keeping
736. [[Hatano Shrine]] - HAS template, keeping
737. [[Hatano Shrine (Q135039185)]] - HAS template, keeping
738. [[Hatano Shrine (Q135039193)]] - HAS template, keeping
739. [[Hatano Shrine (Q135039322)]] - HAS template, keeping
740. [[Hatano Shrine (Q135039925)]] - HAS template, keeping
741. [[Hataori Shrine]] - HAS template, keeping
742. [[Hataori Shrine (Q135186639)]] - HAS template, keeping
743. [[Hatasakano Shrine]] - HAS template, keeping
744. [[Hatawino Shrine]] - HAS template, keeping
745. [[Hate Shrine]] - HAS template, keeping
746. [[Hate Shrine (Q135186506)]] - HAS template, keeping
747. [[Hateno Shrine]] - HAS template, keeping
748. [[Hatori Shrine]] - HAS template, keeping
749. [[Hatorida Shrine]] - HAS template, keeping
750. [[Hatorino Shrine]] - HAS template, keeping
751. [[Hatorino Shrine (Q135039355)]] - HAS template, keeping
752. [[Hatorino Shrine (Q135039603)]] - HAS template, keeping
753. [[Hatorino Shrine (Q135040266)]] - HAS template, keeping
754. [[Hatorinoitomano Shrine]] - HAS template, keeping
755. [[Hatorinomatokata Shrine]] - HAS template, keeping
756. [[Hatorinomatokata Shrine former site]] - HAS template, keeping
757. [[Hatoritano Shrine]] - HAS template, keeping
758. [[Hatsuhime Shrine]] - HAS template, keeping
759. [[Hatsuno Shrine]] - HAS template, keeping
760. [[Hayabusa Shrine (Q135021848)]] - HAS template, keeping
761. [[Hayahoshino Shrine]] - HAS template, keeping
762. [[Hayakahano Shrine]] - HAS template, keeping
763. [[Hayakahano Shrine (Q135040751)]] - HAS template, keeping
764. [[Hayakawa Hachiman Shrine]] - HAS template, keeping
765. [[Hayakawa Shrine (Himi City)]] - HAS template, keeping
766. [[Hayakawa Shrine (Takaoka City)]] - HAS template, keeping
767. [[Hayakawahachiman Shrine]] - HAS template, keeping
768. [[Hayasame Shrine]] - HAS template, keeping
769. [[Hayashi Shrine (Tonami)]] - HAS template, keeping
770. [[Hayashi Shrine (Akashi)]] - HAS template, keeping
771. [[Hayashi Shrine (Q135069969)]] - HAS template, keeping
772. [[Hayashi Shrine (Tonami, Hayashi)]] - HAS template, keeping
773. [[Hayashi Shrine (Tonami, Ransei)]] - HAS template, keeping
774. [[Hayashino Shrine]] - HAS template, keeping
775. [[Hayashino Shrine (Q135039280)]] - HAS template, keeping
776. [[Hayashino Shrine former site]] - HAS template, keeping
777. [[Hayashino- Shrine]] - HAS template, keeping
778. [[Hayashino- Shrine former site]] - HAS template, keeping
779. [[Hayasuihime Shrine]] - HAS template, keeping
780. [[Hayatamano Shrine]] - HAS template, keeping
781. [[Hayatamawakenomikoto Shrine]] - HAS template, keeping
782. [[Hayatani Shrine]] - HAS template, keeping
783. [[Hayatsumushino Shrine]] - HAS template, keeping
784. [[Hayatsumushiwakeno Shrine]] - HAS template, keeping
785. [[Hazu Shrine]] - HAS template, keeping
786. [[Heda Shrine]] - HAS template, keeping
787. [[Hegurinoiwatoko Shrine]] - HAS template, keeping
788. [[Heitano Shrine]] - HAS template, keeping
789. [[Hekireki Shrine]] - HAS template, keeping
790. [[Hekireki Shrine (Q135198763)]] - HAS template, keeping
791. [[Henakino Shrine]] - HAS template, keeping
792. [[Hetsuhimeno Shrine]] - HAS template, keeping
793. [[Hibara Shrine]] - HAS template, keeping
794. [[Hibayamakume Shrine okumiya]] - HAS template, keeping
795. [[Hibita Shrine]] - HAS template, keeping
796. [[Hibita Shrine (Q11547458)]] - HAS template, keeping
797. [[Hichino Shrine]] - HAS template, keeping
798. [[Hichino Shrine (Q135039296)]] - HAS template, keeping
799. [[Hichino Shrine (Q135040646)]] - HAS template, keeping
800. [[Hichino shrine Co-Enshrinement]] - HAS template, keeping
801. [[Hida Shrine]] - HAS template, keeping
802. [[Hie and Ōmizubetsu Shrines]] - HAS template, keeping
803. [[Hie Shrine (Q135039877)]] - HAS template, keeping
804. [[Hie Shrine (Q135193786)]] - HAS template, keeping
805. [[Hie Shrine / Ōmizubetsu Shrine]] - HAS template, keeping
806. [[Hie-sha and Kifune-sha]] - HAS template, keeping
807. [[Hieda Shrine]] - HAS template, keeping
