Page Title,Wikidata QID
Category:1612 establishments in Japan,Q25315186
Category:1617 books,Q6683720
Category:1619 deaths,Q6591950
Category:1625 establishments in Asia,Q24076014
Category:1625 establishments in Japan,Q130419170
Category:1626 deaths,Q6752401
Category:1630 births,Q6644239
Category:1630s in Japan,Q8097688
Category:1632 establishments in Japan,Q25063231
Category:1632 in Japan,Q25068228
Category:1633 deaths,Q6753095
Category:1633 in Japan,Q18930514
Category:1635 deaths,Q6903864
Category:1641 establishments in Asia,Q25243850
Category:1641 establishments in Japan,Q25078625
Category:1650 deaths,Q6594376
Category:1653 births,Q6594580
Category:1657 births,Q6594881
Category:1660 establishments,Q8098837
Category:1660 in Japan,Q19370276
Category:1661 establishments in Asia,Q24076007
Category:1661 establishments in Japan,Q25062537
Category:1662 establishments in Taiwan,Q28015476
Category:1678 establishments,Q8099572
Category:1680s by country,Q6192341
Category:1680s in Asia,Q8099653
Category:1697 births,Q6644542
Category:16th-century Asian people,Q8100361
Category:16th-century Christians,Q8100393
Category:16th-century Japanese people,Q6263903
Category:16th-century Shinto,Q125081697
Category:16th-century Shinto shrines,Q105600141
Category:16th-century battles,Q8860974
Category:16th-century births,Q6301202
Category:16th-century deaths,Q7055755
Category:16th-century executions,Q6892850
Category:16th-century executions by Japan,Q7017452
Category:16th-century military personnel,Q23835896
Category:1700s books,Q8100789
Category:1703 establishments,Q8100968
Category:1714 deaths,Q6598655
Category:1725 births,Q6644656
Category:1725 deaths,Q6599375
Category:1730s books,Q6267448
Category:1749 deaths,Q6764649
Category:175 births,Q6536173
Category:1753 births,Q6644915
Category:1769 births,Q6645071
Category:1769 deaths,Q6766935
Category:1770 births,Q6645090
Category:1775 poems,Q19889243
Category:1776 births,Q6645199
Category:1780s establishments in Asia,Q20927924
Category:1780s establishments in Japan,Q8105030
Category:1780s in Japan,Q8105073
Category:1784 archaeological discoveries,Q112229283
Category:1784 deaths,Q6768932
Category:1784 in Japan,Q8105349
Category:1788 deaths,Q6769472
Category:1789 deaths,Q6769602
Category:1791 births,Q6645374
Category:1798 births,Q6645482
Category:17th-century Asian people,Q8106620
Category:17th-century Asian people by nationality,Q25030743
Category:17th-century Buddhist temples,Q15306525
Category:17th-century Confucianism,Q125081774
Category:17th-century Confucianists,Q121774035
Category:17th-century Japanese astronomers,Q107365407
Category:17th-century Japanese people,Q6263905
Category:17th-century Japanese philosophers,Q6242348
Category:17th-century Japanese poets,Q25170096
Category:17th-century Japanese scientists,Q47720145
Category:17th-century Ryukyuan people,Q25168608
Category:17th-century Shinto,Q125081794
Category:17th-century Shinto shrines,Q105626406
Category:17th-century battles,Q8861077
Category:17th-century books,Q7110244
Category:17th-century botanists,Q7636562
Category:17th-century history books,Q8106868
Category:17th-century literature,Q8106900
Category:17th-century military history,Q8106894
Category:17th-century military history by country,Q30711535
Category:17th-century military history of Japan,Q104543454
Category:17th-century military personnel,Q6277614
Category:17th-century non-fiction books,Q126425230
Category:17th-century people by nationality,Q6297976
Category:17th-century people by religion,Q25015054
Category:17th-century poets,Q7983631
Category:17th-century religious buildings and structures,Q8106928
Category:17th-century scholars,Q8106926
Category:17th-century shōguns,Q55910456
Category:1800 births,Q6645561
Category:1800s books,Q8107177
Category:1800s novels,Q8107259
Category:1810s books,Q7930681
Category:1810s in Japan,Q18930524
Category:1825 births,Q6645906
Category:1827 births,Q6645930
Category:1828 births,Q6645937
Category:1829 deaths,Q6479520
Category:1831 births,Q6645953
Category:1832 births,Q6645963
Category:1834 non-fiction books,Q86764171
Category:1836 births,Q6645998
Category:1837 births,Q5837994
Category:1838 establishments in Asia,Q20928599
Category:1838 establishments in Japan,Q63164707
Category:1839 births,Q6646023
Category:1840 births,Q6646035
Category:1841 births,Q6646065
Category:1843 deaths,Q6933820
Category:1845 births,Q6646117
Category:1846 births,Q6646121
Category:1846 establishments in Japan,Q15092312
Category:1847 births,Q6646135
Category:1849 births,Q6646162
Category:1850s introductions,Q29021197
Category:1850s quotations,Q130545331
Category:1855 establishments in Asia,Q25230172
Category:1855 establishments in Japan,Q55984755
Category:1858 deaths,Q6934472
Category:1859 births,Q6646305
Category:1860 deaths,Q6934569
Category:1860s in Japan,Q8114549
Category:1861 deaths,Q6934619
Category:1864,Q6934730
Category:1864 in Japan,Q6796947
Category:1866 deaths,Q6934855
Category:1867 births,Q6562443
Category:1867 in Japan,Q6796969
Category:1868,Q6934927
Category:1868 disestablishments in Asia,Q22025223
Category:1868 establishments in Asia,Q20927490
Category:1868 establishments in Japan,Q7213354
Category:1868 in Japan,Q6790347
Category:1869 deaths,Q6934991
Category:1869 establishments,Q7211674
Category:1869 establishments in Asia,Q20927497
Category:1869 establishments in Japan,Q8115899
Category:1869 in Japan,Q6796992
Category:1870 disestablishments,Q8116068
Category:1870 establishments in Asia,Q20928757
Category:1870 establishments in Japan,Q16763207
Category:1870 in Japan,Q18714191
Category:1870 in law,Q7500366
Category:1870s,Q6672212
Category:1870s establishments in Japan,Q8116244
Category:1870s suicides,Q104471126
Category:1871 births,Q6562485
Category:1871 disestablishments,Q8780343
Category:1871 establishments in Asia,Q20928761
Category:1871 establishments in Japan,Q7213365
Category:1871 in politics,Q8116693
Category:1872 disestablishments,Q8116733
Category:1872 establishments in Asia,Q20928765
Category:1872 establishments in Japan,Q8116757
Category:1872 in law,Q8116852
Category:1873 disestablishments in Japan,Q25059113
Category:1873 establishments in Asia,Q20928770
Category:1873 establishments in Japan,Q8116924
Category:1873 in law,Q8117013
Category:1874 in China,Q9778692
Category:1874 in Japan,Q6797027
Category:1875 births,Q5626247
Category:1875 disestablishments,Q8117253
Category:1875 establishments,Q8117300
Category:1877 deaths,Q6935367
Category:1877 disestablishments,Q8117567
Category:1878 establishments in Asia,Q20928799
Category:1878 establishments in Japan,Q8117719
Category:1879 disestablishments in Asia,Q24076259
Category:1879 establishments,Q8117938
Category:1879 establishments in Asia,Q24076638
Category:1879 establishments in Japan,Q8117890
Category:1879 in Japan,Q6790446
Category:1880 in Japan,Q9780117
Category:1880 in law,Q8118185
Category:1880 songs,Q7938075
Category:1880s establishments in Japan,Q8118289
Category:1882 establishments in Asia,Q20927503
Category:1882 in politics,Q8118816
Category:1883 books,Q6682820
Category:1883 deaths,Q6583083
Category:1884 births,Q6646696
Category:1884 establishments in Asia,Q22028760
Category:1884 establishments in Japan,Q15980559
Category:1885 festivals,Q25219285
Category:1885 in Japan,Q6812406
Category:1885 in law,Q8119338
Category:1886 births,Q6646729
Category:1886 establishments in Asia,Q24076634
Category:1886 in Japan,Q8119479
Category:1888 births,Q4834
Category:1889 establishments in Asia,Q20928867
Category:1890 establishments in Asia,Q20928877
Category:1890 in Japan,Q6790529
Category:1890s,Q6483472
Category:1891 deaths,Q6935934
Category:1892 establishments in Asia,Q20928889
Category:1892 establishments in Japan,Q16770638
Category:1893 births,Q6646872
Category:1893 establishments in Asia,Q20928898
Category:1893 establishments in Japan,Q15096337
Category:1894 deaths,Q6936092
Category:1895 establishments in Japan,Q8121573
Category:1897 deaths,Q6936248
Category:1899 births,Q6562702
Category:1899 deaths,Q6936356
Category:1899 in Japan,Q6790597
Category:1899 in law,Q8122641
Category:18th century,Q7022229
Category:18th century Japanese explorers,Q118558347
Category:18th century Japanese haiku poets,Q61007265
Category:18th century in Asia,Q6316584
Category:18th century in Japan,Q6316603
Category:18th century in education,Q20666793
Category:18th century in international relations,Q6820329
Category:18th century in religion,Q8123234
Category:18th century in the arts,Q16915567
Category:18th-century Asian people,Q8122719
Category:18th-century Buddhism,Q25317933
Category:18th-century Buddhist temples,Q8122743
Category:18th-century Christians,Q8122760
Category:18th-century Confucianism,Q125082058
Category:18th-century Confucianists,Q121774037
Category:18th-century Japanese artists,Q25169420
Category:18th-century Japanese astronomers,Q107345627
Category:18th-century Japanese botanists,Q111936767
Category:18th-century Japanese historians,Q100147987
Category:18th-century Japanese philosophers,Q6242350
Category:18th-century Japanese poets,Q25170092
Category:18th-century Japanese writers,Q6231822
Category:18th-century architecture,Q8122967
Category:18th-century battles,Q8860601
Category:18th-century births,Q6301110
Category:18th-century documents,Q8123048
Category:18th-century educators,Q7904543
Category:18th-century explorers,Q6240122
Category:18th-century linguists,Q8123063
Category:18th-century literature,Q7823781
Category:18th-century manuscripts,Q20023831
Category:18th-century people by religion,Q25015050
Category:18th-century philologists,Q6242222
Category:18th-century poets,Q7983623
Category:18th-century religious buildings and structures,Q8123114
Category:18th-century shōguns,Q55911700
Category:18th-century works,Q6827884
Category:1900 births,Q6646955
Category:1900s,Q6583621
Category:1901 establishments in Asia,Q22028724
Category:1901 establishments in Japan,Q8123858
Category:1901 establishments in Taiwan,Q25045552
Category:1901 establishments in the Japanese colonial empire,Q25062945
Category:1906 births,Q6490926
Category:1906 establishments in Hawaii,Q15099045
Category:1907 in Japan,Q6795832
Category:1908 by month,Q18038330
Category:1908 deaths,Q6936432
Category:1908 establishments,Q7018066
Category:1908 in law,Q8125986
Category:1909 births,Q6647084
Category:1909 deaths,Q6936445
Category:1909 in Japan,Q6789128
Category:1909 in law,Q8126280
Category:1910 establishments,Q7018063
Category:1910 establishments in Asia,Q20929001
Category:1910 establishments in Japan,Q10924916
Category:1910s suicides,Q104471276
Category:1911 births,Q9704085
Category:1911 deaths,Q6562045
Category:1912 deaths,Q6936472
Category:1912 disestablishments in Japan,Q20926980
Category:1912 establishments in Asia,Q20929017
Category:1912 establishments in Japan,Q8127456
Category:1912 suicides,Q104641273
Category:1913 establishments in Korea,Q25071589
Category:1914 deaths,Q6936502
Category:1915 deaths,Q6936514
Category:1915 establishments in the Japanese colonial empire,Q25062954
Category:1916 births,Q6135584
Category:1916 deaths,Q6936527
Category:1916 establishments,Q7018096
Category:1918 deaths,Q6936554
Category:1918 establishments,Q7018095
Category:1919 births,Q6647201
Category:1920 establishments in Asia,Q20927510
Category:1920 establishments in Japan,Q8129876
Category:1920 establishments in the Japanese colonial empire,Q25062972
Category:1920s establishments,Q7017348
Category:1921 births,Q9711672
Category:1923 disestablishments in Japan,Q22025212
Category:1923 establishments,Q7216388
Category:1923 establishments in Asia,Q20929077
Category:1923 establishments in Japan,Q8131377
Category:1923 in Japan,Q6795981
Category:1924 births,Q9712628
Category:1924 in Japan,Q6789288
Category:1925 births,Q6135340
Category:1925 in Japan,Q6796001
Category:1926 births,Q9713062
Category:1926 establishments in Asia,Q20927540
Category:1926 establishments in Japan,Q8132466
Category:1926 in Japan,Q6789308
Category:1928 births,Q6647312
Category:1929 establishments,Q7018122
Category:1929 in Japan,Q6789338
Category:1930 establishments in Asia,Q20929103
Category:1930 establishments in Japan,Q8133963
Category:1930s,Q6583648
Category:1930s establishments,Q7017347
Category:1931 births,Q6563334
Category:1932 births,Q6640272
Category:1933 in Japan,Q6789382
Category:1934 births,Q6640457
Category:1934 establishments in Asia,Q20929128
Category:1935 establishments in Asia,Q20929134
Category:1935 establishments in Japan,Q8136537
Category:1936,Q5610360
Category:1936 establishments,Q7018208
Category:1936 in Japan,Q6811506
Category:1936 in international relations,Q8137194
Category:1938 births,Q6165106
Category:1939 deaths,Q6936912
Category:1939 establishments in Asia,Q20929155
Category:1939 establishments in Japan,Q8138257
Category:1939 establishments in Korea,Q15106190
Category:1939 establishments in Taiwan,Q16771837
Category:1939 establishments in the Japanese colonial empire,Q25062965
Category:1939 in Japan,Q6789442
Category:1939 in law,Q8138469
Category:1939 in religion,Q9102548
Category:1940 establishments,Q7018199
Category:1940 establishments in Asia,Q20927563
Category:1940 establishments in Japan,Q8138622
Category:1940 in Japan,Q6796134
Category:1940 in politics,Q9403853
Category:1940 introductions,Q7236395
Category:1940 quotations,Q130547034
Category:1940s,Q6583596
Category:1940s by country,Q8138940
Category:1940s in Asia,Q8139209
Category:1940s in Japan,Q7330179
Category:1940s in Southeast Asia,Q28947193
Category:1940s in politics,Q9405283
Category:1940s in the United States,Q8139386
Category:1940s quotations,Q130545432
Category:1941 births,Q6641382
Category:1942 births,Q6647371
Category:1942 establishments in Japan,Q8139953
Category:1942 establishments in the Japanese colonial empire,Q25075961
Category:1942 films,Q6436344
Category:1942 songs,Q7694650
Category:1943 deaths,Q6561803
Category:1943 establishments in Asia,Q20927587
Category:1943 establishments in Japan,Q8140453
Category:1943 in Japan,Q6740546
Category:1944 establishments in Asia,Q20665475
Category:1944 establishments in Japan,Q8140939
Category:1944 establishments in the Japanese colonial empire,Q25062711
Category:1945 births,Q6647396
Category:1945 disestablishments,Q6968209
Category:1945 disestablishments in Asia,Q20665467
Category:1945 disestablishments in Japan,Q8141306
Category:1945 disestablishments in Korea,Q22025203
Category:1945 disestablishments in the Japanese colonial empire,Q25062941
Category:1945 in Japan,Q6811571
Category:1945 in law,Q8141617
Category:1945 in religion,Q8141626
Category:1946 disestablishments in Asia,Q20665458
Category:1946 disestablishments in Taiwan,Q28053144
Category:1946 establishments in Asia,Q20665454
Category:1947 disestablishments in Asia,Q20665450
Category:1947 disestablishments in Japan,Q24076247
Category:1948 births,Q9706336
Category:1948 deaths,Q6937059
Category:1948 disestablishments in Japan,Q25077768
Category:1948 establishments in Japan,Q8142959
Category:1948 in Japan,Q6796217
Category:1948 in law,Q8143290
Category:1949 deaths,Q6561917
Category:1950 in Japan,Q6796236
Category:1950s in Japan,Q7330164
Category:1950s in the United States,Q8145035
Category:1950年代廃止の施設,Q86126855
Category:1951 establishments in Japan,Q8145247
Category:1952 births,Q6647473
Category:1953 births,Q6647483
Category:1953 establishments,Q7018290
Category:1953 festivals,Q21856444
Category:1953 in Japan,Q6789584
Category:1954 deaths,Q6937165
Category:1954 establishments,Q7018291
Category:1954 establishments in Asia,Q20929181
Category:1954 establishments in Japan,Q8146935
Category:1954 in politics,Q8147214
Category:1955 births,Q5835131
Category:1955 in Japan,Q6789599
Category:1956 births,Q9700833
Category:1956 disestablishments in Japan,Q25041389
Category:1958年廃止の施設,Q65786299
Category:1959 in Japan,Q6789639
Category:1960s,Q6583661
Category:1960s establishments,Q6057846
Category:1962 deaths,Q6561705
Category:1963 births,Q5835830
Category:1965 short story collections,Q8153828
Category:1966 establishments in Asia,Q20927627
Category:1966 establishments in Taiwan,Q8154049
Category:1968 establishments in Asia,Q20927641
Category:1970 deaths,Q6937692
Category:1970s,Q6483461
Category:1971 deaths,Q6937754
Category:1971 establishments in Japan,Q8157623
Category:1973 deaths,Q6937873
Category:1975 establishments,Q7018480
Category:1977 crimes in Japan,Q25058013
Category:1979 establishments in Japan,Q8162691
Category:1982 establishments,Q7018482
Category:1982 in transport,Q8165854
Category:1983 deaths,Q6938369
Category:1986 establishments in Japan,Q8168272
Category:1988 establishments in Asia,Q20929324
Category:1988 non-fiction books,Q9648088
Category:1989 books,Q6549922
Category:1989 deaths,Q6938625
Category:1990s,Q6583685
Category:1992 deaths,Q6553818
Category:1996年登録の世界遺産,Q14768831
Category:1998 deaths,Q6581697
Category:1999 establishments,Q7018877
Category:19th century,Q5849653
Category:19th century Japanese explorers,Q118558345
Category:19th century by continent,Q6420818
Category:19th century by country,Q6454035
Category:19th century in Asia,Q6520103
Category:19th century in Japan,Q6521231
Category:19th century in Taiwan,Q6776814
Category:19th century in education,Q9860100
Category:19th century in international relations,Q6775523
Category:19th century in law,Q7502068
Category:19th century in politics,Q9084226
Category:19th century in religion,Q7361752
Category:19th-century BC deaths,Q7085545
Category:19th-century BC pharaohs,Q60806970
Category:19th-century British translators,Q104664245
Category:19th-century Christians,Q8180968
Category:19th-century Irish translators,Q120733543
Category:19th-century Japanese architects,Q25169850
Category:19th-century Japanese calligraphers,Q105971007
Category:19th-century Japanese painters,Q6298717
Category:19th-century Japanese people,Q6263899
Category:19th-century Japanese philosophers,Q6242346
Category:19th-century Japanese photographers,Q126426924
Category:19th-century Japanese translators,Q108433964
Category:19th-century Protestants,Q8181105
Category:19th-century Shinto,Q125082903
Category:19th-century Shintoists,Q125061539
Category:19th-century architecture,Q7160214
Category:19th-century battles,Q8860646
Category:19th-century births,Q6300971
Category:19th-century explorers,Q6240115
Category:19th-century military personnel,Q6277608
Category:19th-century people by conflict,Q8181479
Category:19th-century people by religion,Q15129477
Category:19th-century poets,Q6614141
Category:19th-century prime ministers of Japan,Q58898468
Category:19th-century quotations,Q130544958
Category:19th-century rulers,Q7985637
Category:19th-century scholars,Q8181503
Category:19th-century shōguns,Q55917504
Category:19th-century suicides,Q124301482
