qid,en_label,ja_label,source_lang,source_label,target_lang,prefix,cleaned_input,tokiponized,toki_pona_label,has_tok_label,existing_tok_labels
Q135259079,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425933,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135426008,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425845,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425857,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425704,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135424953,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135424960,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135424971,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135424968,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135426024,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135260429,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425875,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425878,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135260410,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135426072,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425939,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135426146,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135426152,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135426163,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135426164,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135426165,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135424980,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135424981,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425095,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425099,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425106,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425105,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425115,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135259285,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425042,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425083,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425245,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425254,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425273,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425314,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425320,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425172,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425177,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135424898,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425327,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425356,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425491,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425451,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425448,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135425479,Akagi Shrine,赤城神社,id,Kuil Akagi,tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q108505880,"Akagi Shrine (Ashitsugi-cho, Tatebayashi)",赤城神社 (館林市足次町),id,"Kuil Akagi (Ashitsugi-cho, Tatebayashi)",tok,Kuil,akagi,Akaki,tomo sewi Akaki,False,
Q135426156,Akagigoryō Shrine,赤城御霊神社,id,Kuil Akagigoryō,tok,Kuil,akagigoryō,Akakikoliyo,tomo sewi Akakikoliyo,False,
Q135039578,Akahikono Shrine,赤日子神社,id,Kuil Akahikono,tok,Kuil,akahikono,Akapikono,tomo sewi Akapikono,False,
Q135039839,Akahono Shrine,阿加穂神社,id,Kuil Akahono,tok,Kuil,akahono,Akapono,tomo sewi Akapono,False,
Q11635823,Akaiiwa Shrine,赤猪岩神社,id,Kuil Akaiiwa,tok,Kuil,akaiiwa,Akawa,tomo sewi Akawa,False,
Q135040544,Akakunino Shrine,赤國神社,id,Kuil Akakunino,tok,Kuil,akakunino,Akakunino,tomo sewi Akakunino,False,
Q107410073,Akamatsu Shrine,赤松神社,id,Kuil Akamatsu,tok,Kuil,akamatsu,Akamatu,tomo sewi Akamatu,False,
Q135039844,Akamino Shrine,赤見神社,id,Kuil Akamino,tok,Kuil,akamino,Akamino,tomo sewi Akamino,False,
Q11617261,Akanabe Shrine,茜部神社,id,Kuil Akanabe,tok,Kuil,akanabe,Akanape,tomo sewi Akanape,False,
Q48758374,Akanta Shrine,赤田神社,id,Kuil Akanta,tok,Kuil,akanta,Akanta,tomo sewi Akanta,False,
Q119929504,Akanuma Shrine,赤沼神社,id,Kuil Akanuma,tok,Kuil,akanuma,Akanuma,tomo sewi Akanuma,False,
Q117452953,Akao Shibutare Kōribe Shrine,赤尾渋垂郡辺神社,id,Kuil Akao Shibutare Kōribe,tok,Kuil,akaoshibutarekōribe,Akosiputalekolipe,tomo sewi Akosiputalekolipe,False,
Q135069462,Akaou Shrine,赤王神社,id,Kuil Akaou,tok,Kuil,akaou,Ako,tomo sewi Ako,False,
Q117848511,Akaruhimenomikoto Shrine,赤留比売命神社,id,Kuil Akaruhimenomikoto,tok,Kuil,akaruhimenomikoto,Akalupimenomikoto,tomo sewi Akalupimenomikoto,False,
Q134926765,Akasaka Shrine,赤坂神社 (各務原市),id,Kuil Akasaka,tok,Kuil,akasaka,Akasaka,tomo sewi Akasaka,False,
Q11635398,Akasakakaminoyama Shrine,赤坂上之山神社,id,Kuil Akasakakaminoyama,tok,Kuil,akasakakaminoyama,Akasakakaminojama,tomo sewi Akasakakaminojama,False,
Q11635561,Akasaki Shrine,赤崎神社,id,Kuil Akasaki,tok,Kuil,akasaki,Akasaki,tomo sewi Akasaki,False,
Q111550835,Akasuka Shinmei-sha,赤須賀神明社,id,Kuil Akasuka Shinmei-sha,tok,Kuil,akasukashinmeisha,Akasukasinmesija,tomo sewi Akasukasinmesija,False,
Q135041010,Akatano Shrine,県神社,id,Kuil Akatano,tok,Kuil,akatano,Akatano,tomo sewi Akatano,False,
Q135098951,Akatanushino Shrine,県主神社,id,Kuil Akatanushino,tok,Kuil,akatanushino,Akatanusino,tomo sewi Akatanusino,False,
Q119459992,Akatenugui Inari Shrine,赤手拭稲荷神社,id,Kuil Akatenugui Inari,tok,Kuil,akatenuguiinari,Akatenukuwinali,tomo sewi Akatenukuwinali,False,
Q11657607,Aki Shrine,阿紀神社,id,Kuil Aki,tok,Kuil,aki,Aki,tomo sewi Aki,False,
Q11595842,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q97280790,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q65277289,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q111024166,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q117155534,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q122958868,Akiba Shrine,秋葉社 (半田市),id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134595695,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134596611,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134695698,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134598043,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134956218,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134955596,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134955482,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134886854,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134886852,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134956494,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134956608,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134988733,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134886930,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134989225,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q134957108,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q135154600,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q135155815,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q135154340,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q135155247,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q135186229,Akiba Shrine,秋葉神社（合祀）,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q135259779,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q135258861,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q135155332,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q135260316,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q135461624,Akiba Shrine,秋葉神社,id,Kuil Akiba,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q11595844,Akiba Shrine and Sanza Inari,秋葉神社・三座宮稲荷神社,id,Kuil Akiba dan Sanza Inari,tok,Kuil,akibadansanzainari,Akipatansansanali,tomo sewi Akipatansansanali,False,
Q112383656,Akiba- Shrine,秋葉神社,id,Kuil Akiba-,tok,Kuil,akiba,Akipa,tomo sewi Akipa,False,
Q107492338,Akibayama Shrine,秋葉山神社,id,Kuil Akibayama,tok,Kuil,akibayama,Akipajama,tomo sewi Akipajama,False,
Q134887423,Akiha Shrine,秋葉神社,id,Kuil Akiha,tok,Kuil,akiha,Akipa,tomo sewi Akipa,False,
Q110197348,Akiha Shrine,秋葉神社,id,Kuil Akiha,tok,Kuil,akiha,Akipa,tomo sewi Akipa,False,
Q134957363,Akiha Shrine,秋葉神社,id,Kuil Akiha,tok,Kuil,akiha,Akipa,tomo sewi Akipa,False,
Q134956077,Akiha Shrine,秋葉神社,id,Kuil Akiha,tok,Kuil,akiha,Akipa,tomo sewi Akipa,False,
Q500413,Akihasan Hongū Akiha Shrine,秋葉山本宮秋葉神社,id,Kuil Akihasan Hongū Akiha,tok,Kuil,akihasanhongūakiha,Akipasanponkuwakipa,tomo sewi Akipasanponkuwakipa,False,
Q135039978,Akiraishigami Shrine,晃石神社,id,Kuil Akiraishigami,tok,Kuil,akiraishigami,Akilasikami,tomo sewi Akilasikami,False,
Q135195105,Akirakuchi Shrine,明口神社,id,Kuil Akirakuchi,tok,Kuil,akirakuchi,Akilakusi,tomo sewi Akilakusi,False,
Q11657213,Akiru Shrine,阿伎留神社,id,Kuil Akiru,tok,Kuil,akiru,Akilu,tomo sewi Akilu,False,
Q135070119,Akishika Shrine,秋鹿神社,id,Kuil Akishika,tok,Kuil,akishika,Akisika,tomo sewi Akisika,False,
Q17191063,Akita Suwa-gū,秋田諏訪宮,id,Kuil Akita Suwa-gū,tok,Kuil,akitasuwagū,Akitasuwaku,tomo sewi Akitasuwaku,False,
Q85884553,Akitomi Shrine,飽富神社,id,Kuil Akitomi,tok,Kuil,akitomi,Akitomi,tomo sewi Akitomi,False,
Q11595179,Akitsu Shrine,秋津神社,id,Kuil Akitsu,tok,Kuil,akitsu,Akitu,tomo sewi Akitu,False,
Q135352067,Akitsu Ōji Shrine,秋津王子,id,Kuil Akitsu Ōji,tok,Kuil,akitsuōji,Akitosi,tomo sewi Akitosi,False,
Q79733806,Akiu Shrine,秋保神社,id,Kuil Akiu,tok,Kuil,akiu,Akiju,tomo sewi Akiju,False,
Q134597383,Akiyama Shrine,秋山神社,id,Kuil Akiyama,tok,Kuil,akiyama,Akijama,tomo sewi Akijama,False,
Q56195170,Akiyama Kasuga Shrine,春日神社,id,Kuil Akiyama Kasuga,tok,Kuil,akiyamakasuga,Akijamakasuka,tomo sewi Akijamakasuka,False,
Q134597366,Akoku Shrine,窪谷神社,id,Kuil Akoku,tok,Kuil,akoku,Akoku,tomo sewi Akoku,False,
Q17191164,Akone Yashiro,茜社,id,Kuil Akone Yashiro,tok,Kuil,akoneyashiro,Akonejasilo,tomo sewi Akonejasilo,False,
Q135041060,Akono Shrine,阿吾神社,id,Kuil Akono,tok,Kuil,akono,Akono,tomo sewi Akono,False,
Q135040700,Akotanino Shrine,森神社,id,Kuil Akotanino,tok,Kuil,akotanino,Akotanino,tomo sewi Akotanino,False,
Q135039560,Akuhino Shrine,阿久比神社,id,Kuil Akuhino,tok,Kuil,akuhino,Akupino,tomo sewi Akupino,False,
Q11450181,Akumi Kanbe Shinmeisha,安久美神戸神明社,id,Kuil Akumi Kanbe Shinmeisha,tok,Kuil,akumikanbeshinmeisha,Akumikanpesinmesija,tomo sewi Akumikanpesinmesija,False,
Q28682730,Akunami Shrine,飽波神社,id,Kuil Akunami,tok,Kuil,akunami,Akunami,tomo sewi Akunami,False,
Q11657135,Akuto Shrine,阿久刀神社,id,Kuil Akuto,tok,Kuil,akuto,Akuto,tomo sewi Akuto,False,
Q16929418,Akō Shrine,阿緱神社,id,Kuil Akō,tok,Kuil,akō,Ako,tomo sewi Ako,False,
Q128867067,Akōji Shrine,悪王子神社,id,Kuil Akōji,tok,Kuil,akōji,Akosi,tomo sewi Akosi,False,
Q97014165,Alishan Shrine,阿里山神社,id,Kuil Alishan,tok,Kuil,alishan,Asijan,tomo sewi Asijan,False,
Q135155738,Ama Shrine,天神社,id,Kuil Ama,tok,Kuil,ama,Ama,tomo sewi Ama,False,
Q17191773,Ama Kazukime Shrine,海士潜女神社,id,Kuil Ama Kazukime,tok,Kuil,amakazukime,Amakasukime,tomo sewi Amakasukime,False,
Q135027312,Ama no iwa to wake no kami Shrine,天石戸開神,id,Kuil Ama no iwa to wake no kami,tok,Kuil,amanoiwatowakenokami,Amanowiwatowakenokami,tomo sewi Amanowiwatowakenokami,False,
Q135019513,Ama-no-Iwato-wake no Kami Shrine,御門巫祭神 八座,id,Kuil Ama-no-Iwato-wake no Kami,tok,Kuil,amanoiwatowakenokami,Amanowiwatowakenokami,tomo sewi Amanowiwatowakenokami,True,jan sewi Amaniwatowakanokami
Q135041351,Ama-no-iwato-wake-toyotamahimeno Shrine,天石門別豊玉比売神社,id,Kuil Ama-no-iwato-wake-toyotamahimeno,tok,Kuil,amanoiwatowaketoyotamahimeno,Amanowiwatowaketojotamapimeno,tomo sewi Amanowiwatowaketojotamapimeno,False,
Q135270444,Ama-no-iwato-wake-toyotamahimeno Shrine,天石門別豊玉比売神社,id,Kuil Ama-no-iwato-wake-toyotamahimeno,tok,Kuil,amanoiwatowaketoyotamahimeno,Amanowiwatowaketojotamapimeno,tomo sewi Amanowiwatowaketojotamapimeno,False,
Q107410069,Amado Yasaka Shrine,天戸八坂神社,id,Kuil Amado Yasaka,tok,Kuil,amadoyasaka,Amatojasaka,tomo sewi Amatojasaka,False,
Q134956520,Amagane Shrine,天金神社,id,Kuil Amagane,tok,Kuil,amagane,Amakane,tomo sewi Amakane,False,
Q65258967,Amagaoka Wakamiya Shrine,天が岡若宮神社,id,Kuil Amagaoka Wakamiya,tok,Kuil,amagaokawakamiya,Amakokawakamija,tomo sewi Amakokawakamija,False,
Q22117785,Amagasaki Ebisu Shrine,尼崎戎神社,id,Kuil Amagasaki Ebisu,tok,Kuil,amagasakiebisu,Amakasakijepisu,tomo sewi Amakasakijepisu,False,
Q11442148,Amagasuka Sumiyoshi Shrine,天ヶ須賀住吉神社,id,Kuil Amagasuka Sumiyoshi,tok,Kuil,amagasukasumiyoshi,Amakasukasumijosi,tomo sewi Amakasukasumijosi,False,
Q128867081,Amagi Shrine,天城神社,id,Kuil Amagi,tok,Kuil,amagi,Amaki,tomo sewi Amaki,False,
Q135041209,Amahakarino Shrine,天計神社,id,Kuil Amahakarino,tok,Kuil,amahakarino,Amapakalino,tomo sewi Amapakalino,False,
Q135039865,Amahibiki-no-Mikoto Shrine,天比比岐命神社,id,Kuil Amahibiki-no-Mikoto,tok,Kuil,amahibikinomikoto,Amapipikinomikoto,tomo sewi Amapipikinomikoto,False,
Q135040747,Amahinatorino- Shrine,天日名鳥命神社,id,Kuil Amahinatorino-,tok,Kuil,amahinatorino,Amapinatolino,tomo sewi Amapinatolino,False,
Q11574285,Amakashi-ni-imasu Shrine,甘樫坐神社,id,Kuil Amakashi-ni-imasu,tok,Kuil,amakashiniimasu,Amakasinimasu,tomo sewi Amakasinimasu,False,
Q135041401,Amakawa Shrine,天川神社,id,Kuil Amakawa,tok,Kuil,amakawa,Amakawa,tomo sewi Amakawa,False,
Q135041158,Amakohino Shrine,雨祈神社,id,Kuil Amakohino,tok,Kuil,amakohino,Amakopino,tomo sewi Amakopino,False,
Q11658015,Amamikoso Shrine,阿麻美許曾神社,id,Kuil Amamikoso,tok,Kuil,amamikoso,Amamikoso,tomo sewi Amamikoso,False,
Q135198111,Amamurakumo Shrine,天村雲神社,id,Kuil Amamurakumo,tok,Kuil,amamurakumo,Amamulakumo,tomo sewi Amamulakumo,False,
Q135041330,Amamurakumono Shrine,天村雲神伊自波夜比売神社 二座,id,Kuil Amamurakumono,tok,Kuil,amamurakumono,Amamulakumono,tomo sewi Amamulakumono,False,
Q134988831,Amano Shrine,天野神社,id,Kuil Amano,tok,Kuil,amano,Amano,tomo sewi Amano,False,
Q135040693,Amano Shrine,海神社,id,Kuil Amano,tok,Kuil,amano,Amano,tomo sewi Amano,False,
Q135041281,Amano Shrine,海神社 三座,id,Kuil Amano,tok,Kuil,amano,Amano,tomo sewi Amano,False,
Q135041512,Amano Shrine,海神社,id,Kuil Amano,tok,Kuil,amano,Amano,tomo sewi Amano,False,
Q135270269,Amano Shrine,海神社,id,Kuil Amano,tok,Kuil,amano,Amano,tomo sewi Amano,False,
Q135197900,Amano Hachiman Shrine,天野八幡宮,id,Kuil Amano Hachiman,tok,Kuil,amanohachiman,Amanopasiman,tomo sewi Amanopasiman,False,
Q134957036,Amanohagoromo Shrine,天羽衣神社,id,Kuil Amanohagoromo,tok,Kuil,amanohagoromo,Amanopakolomo,tomo sewi Amanopakolomo,False,
Q107410068,Amanohashidate Shrine,天椅立神社,id,Kuil Amanohashidate,tok,Kuil,amanohashidate,Amanopasitate,tomo sewi Amanopasitate,False,
Q135040967,Amanohinatorino Shrine,神阿麻能比奈等理神社,id,Kuil Amanohinatorino,tok,Kuil,amanohinatorino,Amanopinatolino,tomo sewi Amanopinatolino,False,
Q135041106,Amanohohino- Shrine,支布佐神社,id,Kuil Amanohohino-,tok,Kuil,amanohohino,Amanopopino,tomo sewi Amanopopino,False,
Q135038794,Amanohohinomikotono Shrine,天穂日命神社,id,Kuil Amanohohinomikotono,tok,Kuil,amanohohinomikotono,Amanopopinomikotono,tomo sewi Amanopopinomikotono,False,
Q135041454,Amanoihatowakenoyasukunitama- Shrine,天石門別安国玉主天神社,id,Kuil Amanoihatowakenoyasukunitama-,tok,Kuil,amanoihatowakenoyasukunitama,Amanowipatowakenojasukunitama,tomo sewi Amanowipatowakenojasukunitama,False,
Q11443184,Amanoiwatate Shrine,天石立神社,id,Kuil Amanoiwatate,tok,Kuil,amanoiwatate,Amanowiwatate,tomo sewi Amanowiwatate,False,
Q2841102,Amanoiwato Shrine,天岩戸神社,id,Kuil Amanoiwato,tok,Kuil,amanoiwato,Amanowiwato,tomo sewi Amanowiwato,False,
Q11442563,Amanoiwato Shrine (Fukuchiyama),天岩戸神社 (福知山市),id,Kuil Amanoiwato (Fukuchiyama),tok,Kuil,amanoiwato,Amanowiwato,tomo sewi Amanowiwato,False,
Q48758292,Amanoiwatowake Shrine,天岩戸別神社,id,Kuil Amanoiwatowake,tok,Kuil,amanoiwatowake,Amanowiwatowake,tomo sewi Amanowiwatowake,False,
Q135039290,Amanokagoyamano Shrine,天香山神社,id,Kuil Amanokagoyamano,tok,Kuil,amanokagoyamano,Amanokakojamano,tomo sewi Amanokakojamano,False,
Q98082987,Amanokaguyama Shrine,天香山神社,id,Kuil Amanokaguyama,tok,Kuil,amanokaguyama,Amanokakujama,tomo sewi Amanokakujama,False,
Q135069203,Amanokaguyama Shrine,天香山神社,id,Kuil Amanokaguyama,tok,Kuil,amanokaguyama,Amanokakujama,tomo sewi Amanokakujama,False,
Q135039033,Amanokakoyamano- Shrine,天香山坐櫛真命神社,id,Kuil Amanokakoyamano-,tok,Kuil,amanokakoyamano,Amanokakojamano,tomo sewi Amanokakojamano,False,
Q135193728,Amanokawa no Mikoto Shrine,天川命神社,id,Kuil Amanokawa no Mikoto,tok,Kuil,amanokawanomikoto,Amanokawanomikoto,tomo sewi Amanokawanomikoto,False,
Q124496687,Amanomurakumo Shrine,天村雲神社,id,Kuil Amanomurakumo,tok,Kuil,amanomurakumo,Amanomulakumo,tomo sewi Amanomulakumo,False,
Q135041530,Amanotakutsutamano- Shrine,天神多久頭多麻命神社,id,Kuil Amanotakutsutamano-,tok,Kuil,amanotakutsutamano,Amanotakututamano,tomo sewi Amanotakututamano,False,
Q135186297,Amano‑Kaguyama Shrine,天香山神社,id,Kuil Amano‑Kaguyama,tok,Kuil,amano‑kaguyama,Amanokakujama,tomo sewi Amanokakujama,False,
Q135425374,Amanuma Inari Shrine,天沼稲荷神社,id,Kuil Amanuma Inari,tok,Kuil,amanumainari,Amanumanali,tomo sewi Amanumanali,False,
Q17191796,Amanuma Kumano Shrine,天沼熊野神社,id,Kuil Amanuma Kumano,tok,Kuil,amanumakumano,Amanumakumano,tomo sewi Amanumakumano,False,
Q135434197,Amaotsu Shrine,天乙神社,id,Kuil Amaotsu,tok,Kuil,amaotsu,Amotu,tomo sewi Amotu,False,
Q127783765,Amasashihikonomikoto Shrine,天佐志比古命神社,id,Kuil Amasashihikonomikoto,tok,Kuil,amasashihikonomikoto,Amasasipikonomikoto,tomo sewi Amasasipikonomikoto,False,
Q11442221,Amasashinowake Shrine,天佐自能和氣神社,id,Kuil Amasashinowake,tok,Kuil,amasashinowake,Amasasinowake,tomo sewi Amasasinowake,False,
Q135040973,Amashirohikono Shrine,大穴持海代日古神社,id,Kuil Amashirohikono,tok,Kuil,amashirohikono,Amasilopikono,tomo sewi Amasilopikono,False,
Q135040974,Amashirohimeno Shrine,大穴持海代日女神社,id,Kuil Amashirohimeno,tok,Kuil,amashirohimeno,Amasilopimeno,tomo sewi Amasilopimeno,False,
Q135041144,Amatakekanakaya Shrine,天健金草神社,id,Kuil Amatakekanakusano,tok,Kuil,amatakekanakusano,Amatakekanakusano,tomo sewi Amatakekanakusano,False,
Q135039285,Amatamitsu- Shrine,大海田水代大刀自神社,id,Kuil Amatamitsu-,tok,Kuil,amatamitsu,Amatamitu,tomo sewi Amatamitu,False,
Q11659781,Amatarashi Shrine,雨降神社,id,Kuil Amatarashi,tok,Kuil,amatarashi,Amatalasi,tomo sewi Amatalasi,False,
Q60988940,Amaterasu Mioya Shrine,天照御祖神社,id,Kuil Amaterasu Mioya,tok,Kuil,amaterasumioya,Amatelasumijoja,tomo sewi Amatelasumijoja,False,
Q20038509,Amaterasu Sumemioya Shrine,天照皇御祖神社,id,Kuil Amaterasu Sumemioya,tok,Kuil,amaterasusumemioya,Amatelasusumemijoja,tomo sewi Amatelasusumemijoja,False,
Q11442907,Amaterasu Ōmikami Takakura Shrine & Iwato Shrine,天照大神高座神社・岩戸神社,id,Kuil Amaterasu Ōmikami Takakura dan Iwato,tok,Kuil,amaterasuōmikamitakakuradaniwato,Amatelasomikamitakakulataniwato,tomo sewi Amatelasomikamitakakulataniwato,True,tomo sewi Amatelasumikamitakakula en tomo sewi Iwato
